vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount
VTS,1,6,1020,4.16,CSH,15.5
VTS,1,6,840,8.72,CRD,24.5
VTS,1,6,840,3.68,CSH,14
VTS,1,6,1740,16.02,CRD,45.5
VTS,1,6,180,0.58,CRD,4
VTS,1,1,1320,6.47,CSH,22
VTS,1,1,1380,9.74,CRD,30
VTS,1,1,1620,9.18,CSH,29
VTS,1,1,420,1.85,CSH,8
VTS,1,1,960,7.48,CSH,23
VTS,1,1,1080,4.45,CSH,16.5
VTS,1,1,780,4.18,CRD,15
VTS,1,2,1620,4.11,CSH,19
VTS,1,1,240,0.75,CRD,5
VTS,1,2,600,4.39,CSH,14
VTS,1,1,240,1.66,CRD,6.5
VTS,1,2,780,2.69,CRD,12.5
VTS,1,2,240,1.1,CSH,5.5
VTS,1,1,900,1.16,CRD,10
VTS,1,1,0,0,CSH,2.5
VTS,1,5,180,0.45,CSH,4
VTS,1,1,240,0.98,CRD,5
VTS,1,1,360,0.7,CSH,5.5
VTS,1,1,420,1.42,CRD,7.5
VTS,1,5,540,1.04,CSH,8
VTS,1,5,1140,12.2,CRD,34.5
VTS,1,5,540,1.61,CSH,8.5
VTS,1,5,540,1.48,CRD,8
VTS,1,5,420,1.79,CSH,7.5
VTS,1,5,660,1.95,CRD,9.5
VTS,1,6,780,2.19,CSH,11
VTS,1,6,300,0.99,CSH,5.5
VTS,1,6,600,1.94,CSH,9
VTS,1,6,120,0.98,CRD,5
VTS,1,6,1380,5.16,CSH,20.5
VTS,1,6,420,0.7,CRD,6
VTS,1,6,540,2.03,CSH,9
VTS,1,6,1740,5.77,CSH,22.5
VTS,1,6,1200,2.75,CRD,15
VTS,1,6,360,0.85,CSH,6
VTS,1,6,180,0.94,CRD,5
VTS,1,6,420,0.72,CSH,6
VTS,1,6,180,0.78,CSH,4.5
VTS,1,6,900,1.91,CRD,11
VTS,1,6,420,1.29,CSH,7
VTS,1,6,780,1.51,CRD,9.5
VTS,1,6,240,1.33,CRD,6
VTS,1,6,360,1.09,CRD,6.5
VTS,1,5,660,3.05,CSH,12
VTS,1,6,1020,3.73,CRD,15
VTS,1,6,360,1.13,CRD,6.5
VTS,1,6,300,0.68,CSH,5
VTS,1,6,420,1.4,CRD,7.5
VTS,1,6,960,3.4,CRD,14
VTS,1,6,1080,2.46,CRD,13
VTS,1,6,720,1.58,CSH,9.5
VTS,1,6,300,1.01,CRD,6
VTS,1,6,420,0.92,CRD,6.5
VTS,1,6,300,0.9,CSH,6
VTS,1,6,360,1.69,CRD,7
VTS,1,6,600,1.96,CSH,9.5
VTS,1,6,240,0.87,CSH,5
VTS,1,6,540,1.65,CRD,8.5
VTS,1,6,180,0.49,CSH,4
VTS,1,6,720,2.02,CRD,10.5
VTS,1,6,540,1.11,CSH,7.5
VTS,1,6,360,1.57,CSH,7
VTS,1,6,660,2.29,CSH,10
VTS,1,6,960,3.1,CRD,13
VTS,1,6,720,2.61,CRD,11
VTS,1,6,300,0.71,CRD,5
VTS,1,6,1140,7.32,CRD,23
VTS,1,6,660,2.2,CSH,10
VTS,1,6,240,0.62,CRD,5
VTS,1,6,2160,4.49,CSH,24.5
VTS,1,5,900,3.92,CSH,15.5
VTS,1,5,120,0.22,CSH,3
VTS,1,5,300,0.78,CRD,5.5
VTS,1,5,360,1.34,CRD,6
VTS,1,5,1020,1.89,CSH,12.5
VTS,1,5,120,0.57,CSH,4
VTS,1,5,420,1.58,CSH,7.5
VTS,1,5,1200,4.99,CRD,18
VTS,1,5,1140,3.23,CSH,15
VTS,1,5,360,0.81,CSH,5.5
VTS,1,5,360,1.36,CRD,7
VTS,1,1,540,3.32,CRD,12
VTS,1,1,300,0.97,CSH,5.5
VTS,1,1,480,1.58,CSH,8
VTS,1,1,360,1.36,CSH,6
VTS,1,1,1200,3.82,CRD,15.5
VTS,1,1,540,2.11,CSH,9.5
VTS,1,5,300,1.17,CRD,6
VTS,1,5,480,1.32,CSH,7.5
VTS,1,5,900,2.9,CSH,13
VTS,1,5,840,1.63,CSH,10.5
VTS,1,6,720,1.29,CRD,9
VTS,1,6,600,1.71,CRD,8.5
VTS,1,6,420,0.63,CSH,5.5
VTS,1,6,780,2.34,CSH,10.5
VTS,1,6,600,1.79,CSH,9
VTS,1,6,1620,2.88,CRD,18
VTS,1,6,240,1.25,CSH,6.5
VTS,1,6,600,1.38,CRD,8.5
VTS,1,6,240,0.53,CSH,4.5
VTS,1,6,360,1.21,CSH,7
VTS,1,6,1920,7.41,CSH,27.5
VTS,1,6,1260,4.9,CRD,19
VTS,1,6,720,2.14,CRD,10.5
VTS,1,6,420,0.95,CRD,6
VTS,1,6,600,2.17,CSH,9.5
VTS,1,6,540,1.38,CSH,8
VTS,1,6,1920,5.83,CRD,25
VTS,1,6,360,0.95,CRD,6
VTS,1,6,180,0.52,CSH,4
VTS,1,6,420,0.75,CRD,6.5
VTS,1,6,780,2.12,CSH,10.5
VTS,1,6,1680,5.86,CRD,23.5
VTS,1,6,420,1.63,CSH,7
VTS,1,6,420,0.63,CSH,6
VTS,1,6,1020,2.04,CSH,12
VTS,1,6,300,1.09,CSH,6
VTS,1,6,1140,2.92,CRD,14.5
VTS,1,6,420,0.76,CRD,6
VTS,1,6,660,1.87,CSH,10
VTS,1,6,0,0.05,CSH,2.5
VTS,1,6,180,0.59,CRD,4
VTS,1,6,240,0.54,CRD,4.5
VTS,1,6,1500,5.05,CRD,20
VTS,1,6,720,1.56,CRD,9
VTS,1,6,780,2.6,CSH,11
VTS,1,6,600,2.37,CRD,10
VTS,1,6,480,1.82,CSH,8.5
VTS,1,6,840,4.99,CSH,16
VTS,1,6,540,1.78,CSH,8.5
VTS,1,6,300,1.54,CSH,7
VTS,1,6,660,2.18,CRD,9.5
VTS,1,6,960,1.23,CSH,11
VTS,1,6,660,3.48,CSH,12
VTS,1,6,1080,6.49,CSH,20.5
VTS,1,6,240,1.06,CRD,5.5
VTS,1,6,720,4.71,CRD,16
VTS,1,6,1680,7.04,CRD,27
VTS,1,6,780,3.69,CRD,13.5
VTS,1,6,240,0.61,CRD,5
VTS,1,6,840,5.38,CRD,16.5
VTS,1,6,840,5.62,CRD,17.5
VTS,1,1,120,0.65,CRD,4
VTS,1,1,1440,3.01,CRD,16.5
VTS,1,1,660,2.56,CSH,10.5
VTS,1,1,1620,11.66,CRD,34.5
VTS,1,1,480,0.99,CSH,7
VTS,1,1,600,1.41,CSH,8.5
VTS,1,1,300,0.56,CRD,4.5
VTS,1,1,840,2.24,CRD,11
VTS,1,1,240,1.31,CSH,6
VTS,1,1,420,2.12,CRD,8.5
VTS,1,2,780,4.32,CRD,15
VTS,1,1,240,1.09,CRD,5.5
VTS,2,1,1740,18.74,CRD,52
VTS,1,1,900,1.43,CSH,11
VTS,1,1,480,0.9,CRD,7
VTS,1,2,900,2.24,CRD,11.5
VTS,1,2,1200,2.37,CRD,13.5
VTS,1,1,300,0.96,CSH,5.5
VTS,1,1,600,1.62,CSH,8.5
VTS,1,1,1260,9.34,CRD,28
VTS,1,2,180,0.68,CSH,4.5
VTS,1,5,240,0.67,CRD,5.5
VTS,1,5,480,1.58,CRD,7.5
VTS,1,5,480,2.76,CRD,10.5
VTS,1,5,480,0.84,CRD,7
VTS,1,5,540,1.56,CSH,8
VTS,1,5,1140,1.9,CRD,12.5
VTS,1,5,660,2.03,CSH,9.5
VTS,1,5,420,1.98,CSH,8
VTS,1,5,1140,4.76,CRD,18
VTS,1,5,420,1.06,CRD,7
VTS,1,5,1740,5.59,CRD,22.5
VTS,1,5,720,1.69,CSH,9.5
VTS,1,5,300,0.79,CRD,5
VTS,1,5,1320,2.66,CSH,15
VTS,1,5,900,1.49,CRD,11
VTS,1,1,540,2.29,CRD,9.5
VTS,1,1,120,0.5,CSH,4
VTS,1,1,900,2.39,CRD,11.5
VTS,1,5,420,1.84,CRD,8
VTS,1,5,1320,15.59,CRD,42
VTS,1,6,660,1.56,CRD,9
VTS,1,6,1080,3.84,CSH,15.5
VTS,1,6,420,0.75,CRD,6.5
VTS,1,6,900,2.69,CRD,12.5
VTS,1,6,660,4.8,CRD,15.5
VTS,1,6,480,1.16,CSH,7
VTS,1,6,360,1.15,CSH,6
VTS,1,6,180,0.58,CRD,4.5
VTS,1,6,600,1.62,CSH,9
VTS,1,6,1500,7.44,CSH,26.5
VTS,1,6,1020,8.99,CSH,26
VTS,1,6,1080,1.62,CSH,12
VTS,1,6,360,1.23,CSH,6.5
VTS,1,6,1440,10.44,CSH,31
VTS,1,6,360,1.16,CRD,6
VTS,1,6,360,1.4,CSH,6.5
VTS,1,6,720,2.51,CSH,11
VTS,1,6,1560,4.41,CRD,20.5
VTS,1,6,420,1.09,CSH,7
VTS,1,6,1200,3.43,CRD,15.5
VTS,1,6,1020,3.01,CSH,13.5
VTS,1,6,300,0.99,CSH,6
VTS,1,6,720,2.74,CSH,11.5
VTS,1,6,360,1.39,CSH,6.5
VTS,1,6,1380,5.75,CSH,20.5
VTS,1,6,300,0.89,CSH,5.5
VTS,1,6,480,1.49,CRD,7.5
VTS,1,5,480,2.57,CRD,10
VTS,1,5,360,1.82,CSH,8
VTS,1,6,300,1.34,CSH,6
VTS,1,6,540,2.35,CRD,9.5
VTS,1,6,420,1.4,CRD,7
VTS,1,6,360,0.88,CSH,6
VTS,1,6,600,1.42,CSH,8.5
VTS,1,6,1380,3.44,CSH,17
VTS,1,6,300,1,CRD,5.5
VTS,1,6,1020,2.2,CSH,12.5
VTS,1,6,540,1.82,CSH,8.5
VTS,1,6,300,0.36,CSH,5
VTS,1,6,660,3.14,CSH,11
VTS,1,6,300,1.34,CRD,6
VTS,1,6,360,1.16,CRD,6.5
VTS,1,6,180,0.61,CSH,4.5
VTS,2,6,2160,17.59,CRD,52
VTS,1,6,360,0.89,CRD,6
VTS,1,6,1080,2.93,CRD,13.5
VTS,1,6,1080,2.55,CRD,13
VTS,1,6,600,1.5,CSH,8.5
VTS,1,6,240,0.64,CSH,5
VTS,1,6,300,1.11,CRD,6
VTS,1,1,120,0.55,CSH,4
VTS,1,1,360,0.97,CRD,6
VTS,1,1,240,1.81,CRD,7
VTS,1,6,240,1.38,CSH,6
VTS,1,6,180,0.51,CSH,4
VTS,1,6,900,6.46,CRD,20.5
VTS,1,6,420,1.04,CRD,6.5
VTS,1,6,540,1.32,CSH,7.5
VTS,1,6,480,1.17,CSH,7
VTS,1,6,540,1.69,CSH,8.5
VTS,1,6,300,0.63,CRD,5
VTS,1,6,540,1.76,CSH,8.5
VTS,1,1,540,2.01,CRD,9
VTS,1,1,480,2.03,CRD,8.5
VTS,1,1,180,0.79,CSH,5
VTS,1,1,840,6.82,CRD,20.5
VTS,1,6,780,3.2,CRD,13
VTS,1,6,540,1.45,CRD,8.5
VTS,1,6,1440,6.13,CSH,22.5
VTS,1,6,1080,5.41,CRD,19
VTS,1,6,540,1.93,CSH,8.5
VTS,1,6,600,2.36,CSH,9.5
VTS,1,6,540,1.49,CRD,8
VTS,2,6,3060,20.19,CRD,52
VTS,1,6,1500,10.39,CRD,31
VTS,1,6,120,0.44,CRD,4
CMT,1,1,1022,4.9,CSH,18
CMT,1,1,1302,10,CSH,29
CMT,1,1,626,4.1,CRD,14
CMT,1,1,297,1.3,CRD,6
CMT,1,1,202,1,CRD,5
CMT,1,1,752,2.5,CSH,11.5
VTS,1,1,180,0.68,CRD,4.5
VTS,1,1,240,0.71,CSH,5
VTS,1,1,960,2.38,CSH,12
VTS,1,1,240,0.96,CRD,5.5
VTS,1,1,1200,0.06,CSH,12
VTS,1,5,480,1.48,CSH,7
VTS,5,1,0,11.06,CSH,120
VTS,1,5,240,1.4,CSH,6.5
VTS,1,5,180,0.73,CSH,4.5
VTS,1,5,600,1.35,CRD,8.5
VTS,1,5,840,2.07,CSH,10.5
VTS,1,6,360,0.84,CSH,6
VTS,1,6,780,1.03,CRD,9.5
VTS,1,6,360,0.92,CRD,6
VTS,1,6,180,0.46,CSH,4.5
VTS,1,6,360,0.83,CSH,6
VTS,1,6,240,0.77,CSH,5
VTS,1,6,480,1.39,CSH,7.5
VTS,1,6,480,0.72,CRD,6.5
VTS,1,6,1560,9.78,CSH,30
VTS,1,6,240,0.75,CSH,5
VTS,1,6,540,2.25,CRD,9.5
VTS,1,6,720,1.13,CRD,8.5
VTS,1,6,360,0.78,CRD,6
VTS,1,6,600,1.35,CSH,8.5
VTS,1,6,600,1.35,CSH,8
VTS,1,6,480,1.56,CRD,7.5
VTS,1,6,300,0.67,CRD,5.5
VTS,1,6,480,0.94,CSH,7
VTS,1,6,600,1.74,CRD,8.5
VTS,1,6,360,1.36,CRD,6.5
VTS,1,6,480,1.07,CSH,7
VTS,1,6,840,2.09,CRD,11
VTS,1,6,420,1.12,CRD,6.5
VTS,1,6,300,1.02,CSH,5.5
VTS,1,6,300,0.93,CSH,5.5
VTS,1,6,1740,6.48,CRD,24
VTS,1,6,360,0.93,CRD,6
CMT,1,1,320,1.8,CSH,7.5
CMT,1,1,858,3.7,CRD,14
CMT,1,1,230,1,CRD,5.5
CMT,1,1,454,3.5,CRD,11.5
CMT,2,1,1911,20.4,CRD,52
CMT,1,1,244,0.8,CRD,5
CMT,1,1,490,4,CRD,12.5
CMT,1,1,71,0.5,CSH,3.5
CMT,1,1,318,0.7,CSH,5.5
CMT,1,1,256,1.2,CSH,6
CMT,1,1,597,2.2,CSH,9.5
CMT,1,1,773,3.2,CSH,12.5
CMT,1,1,521,1.9,CSH,8.5
CMT,1,1,220,0.9,CRD,5.5
CMT,1,1,263,0.8,CSH,5.5
VTS,1,5,900,2.76,CSH,12.5
VTS,1,5,960,8.56,CSH,26
VTS,1,6,120,0.22,CSH,3
VTS,1,6,360,0.71,CSH,5.5
VTS,1,6,540,1.55,CSH,8.5
VTS,1,6,720,2.63,CRD,12
VTS,1,6,720,1.62,CSH,9.5
VTS,1,6,240,0.42,CSH,4.5
VTS,1,6,300,1.17,CSH,6.5
VTS,1,6,960,3.09,CRD,13
VTS,1,6,300,1.19,CRD,6
VTS,1,6,480,1.93,CRD,8.5
VTS,1,6,660,2.25,CRD,10
VTS,1,6,360,0.84,CRD,6
VTS,1,6,480,1.54,CSH,7.5
VTS,1,6,660,1.93,CSH,9.5
VTS,1,6,720,1.47,CRD,9.5
VTS,1,6,480,1.2,CSH,7
VTS,1,6,840,2.12,CSH,12
VTS,1,6,420,1.06,CRD,6.5
VTS,1,6,300,0.8,CRD,5
VTS,1,6,1080,5.2,CRD,18.5
VTS,1,6,180,0.73,CRD,5
VTS,1,6,960,1.51,CSH,11
VTS,1,6,720,1.51,CRD,9.5
VTS,1,6,120,0.38,CSH,3.5
VTS,1,6,120,0.5,CRD,4
VTS,1,6,540,2.13,CRD,9
VTS,1,6,600,0.97,CRD,7.5
VTS,1,6,240,1.02,CSH,5.5
VTS,1,1,1200,8.19,CRD,25
VTS,2,1,2220,18.04,CSH,52
VTS,1,1,540,3.09,CRD,11
VTS,1,1,240,0.95,CRD,5.5
VTS,1,1,180,1.18,CSH,5.5
VTS,1,1,660,3.89,CRD,13
VTS,1,6,1680,6.86,CRD,24
VTS,1,6,780,2.57,CSH,12
VTS,1,6,540,1.67,CRD,8.5
VTS,1,6,240,0.5,CRD,4.5
VTS,1,6,180,0.71,CSH,4.5
VTS,1,6,540,1.35,CSH,7.5
VTS,1,6,420,0.98,CRD,6.5
VTS,1,6,780,2.94,CRD,12
VTS,1,6,600,1.84,CRD,9
VTS,1,6,540,2.03,CSH,9.5
VTS,1,6,480,1.77,CSH,8
VTS,1,6,300,0.71,CSH,5
VTS,1,6,1080,3.17,CRD,14
VTS,1,6,600,1.56,CRD,9
CMT,1,1,455,1.4,CRD,7.5
CMT,1,1,841,9,CRD,25.5
CMT,1,1,706,2.6,CSH,11
CMT,1,1,613,2.7,CRD,11
CMT,1,1,405,2.1,CRD,8.5
VTS,1,1,180,1.53,CSH,6
VTS,1,1,480,1.96,CSH,8.5
VTS,1,1,540,2.39,CRD,9.5
VTS,1,1,420,1.94,CRD,8.5
VTS,1,1,240,0.93,CSH,5.5
VTS,1,6,540,1.05,CRD,7.5
VTS,1,6,1320,4.56,CSH,17.5
VTS,1,6,600,3.36,CRD,12
VTS,1,6,660,1.12,CRD,8
VTS,1,6,480,0.93,CRD,7
VTS,1,6,660,1.31,CSH,8.5
VTS,1,6,600,1.58,CSH,8.5
VTS,1,6,360,0.59,CSH,5.5
VTS,1,6,360,2.11,CRD,8
CMT,1,1,537,2,CRD,9
CMT,1,1,441,2,CSH,8.5
CMT,1,1,470,1.8,CSH,8.5
CMT,1,1,610,3,CSH,11
CMT,1,1,1110,2.2,CSH,13
CMT,1,1,922,2.2,CSH,12
CMT,1,2,766,5.7,CSH,18
CMT,1,2,263,0.7,CRD,5.5
CMT,1,1,1202,9.9,CRD,29.5
CMT,1,2,668,2.3,CRD,11
CMT,1,1,457,1.1,CRD,7
CMT,1,1,350,0.9,CSH,6
CMT,1,2,966,1.2,CRD,11
VTS,1,5,480,1.61,CSH,8
VTS,1,5,240,1.09,CSH,5.5
VTS,1,5,180,1.17,CRD,5
VTS,1,5,1260,5.45,CRD,20
VTS,1,5,720,7.15,CSH,21.5
VTS,1,5,180,1.55,CSH,6.5
VTS,1,6,1020,3.38,CSH,14
VTS,1,6,300,0.92,CSH,5.5
VTS,1,6,480,1.23,CRD,7
VTS,1,6,120,0.4,CSH,3.5
VTS,1,6,540,2.39,CRD,10
VTS,1,6,540,1.15,CSH,7.5
VTS,1,6,540,0.72,CSH,7
VTS,1,6,480,1.59,CRD,7.5
VTS,1,6,1140,4.26,CRD,16.5
VTS,1,6,300,0.94,CSH,5.5
VTS,1,6,420,1.23,CSH,6.5
VTS,1,6,660,1.36,CRD,8.5
VTS,1,6,480,0.8,CRD,6.5
VTS,1,6,300,0.78,CRD,5.5
VTS,1,6,840,3.17,CRD,13
VTS,1,6,600,1.74,CSH,9
VTS,1,6,600,1.06,CRD,8
VTS,1,6,960,2.49,CSH,12
VTS,1,6,1080,1.3,CRD,12
VTS,1,6,480,1.71,CSH,8
VTS,1,6,1320,3.62,CSH,17
CMT,1,1,732,8.1,CRD,23.5
CMT,1,1,1811,3.9,CSH,2.5
CMT,1,1,249,1,CSH,5.5
CMT,1,1,553,1.5,CSH,8
CMT,1,1,107,0.6,CSH,4
CMT,1,1,544,1.6,CSH,8
CMT,1,1,405,1,CRD,6.5
CMT,1,1,933,8,CRD,24
CMT,1,2,565,1.6,CRD,8.5
CMT,1,1,481,2.1,CSH,9
CMT,1,1,296,0.8,CRD,5.5
CMT,1,2,807,4.9,CSH,16.5
CMT,1,4,1167,6.8,CSH,23
CMT,1,2,233,0.9,CSH,5.5
CMT,1,2,408,2,CSH,8
CMT,1,1,610,0.8,CSH,7.5
CMT,1,2,237,0.6,CSH,5
CMT,1,3,481,2.8,CRD,10
CMT,1,3,440,1.4,CSH,7.5
CMT,1,1,559,3.3,CSH,12
CMT,1,1,398,1.6,CSH,8
CMT,1,2,809,3,CRD,13
CMT,1,2,743,1.3,CSH,9.5
CMT,1,3,364,0.7,CSH,5.5
CMT,1,1,1291,5.7,CSH,20.5
CMT,1,1,938,2.2,CSH,12
VTS,1,6,240,0.68,CRD,5
VTS,1,6,960,4.18,CRD,16
VTS,1,6,360,1.81,CSH,7.5
VTS,1,6,900,3.2,CSH,13.5
VTS,1,6,900,2.92,CSH,12.5
VTS,1,6,1080,5.1,CRD,18.5
VTS,1,6,660,2.41,CSH,10
VTS,1,6,1380,10.39,CRD,30.5
VTS,1,6,780,5.08,CSH,16
VTS,1,6,540,2.21,CSH,9
VTS,1,6,300,0.91,CSH,5.5
VTS,1,6,780,2.36,CRD,11
VTS,1,6,300,1.03,CRD,5.5
CMT,1,1,2014,6.2,CSH,25.5
CMT,1,1,691,2.7,CSH,11
CMT,1,1,269,0.7,CRD,5
CMT,1,1,242,0.7,CRD,5
CMT,1,1,89,0.5,CSH,3.5
CMT,1,1,806,5.6,CSH,18.5
CMT,1,1,970,5,CSH,16.5
CMT,1,1,521,2.7,CSH,10.5
CMT,1,1,239,0.8,CRD,5
CMT,1,1,85,0.5,CSH,3.5
CMT,1,1,440,1.5,CSH,7.5
CMT,1,1,460,1.2,CSH,7
CMT,1,1,688,1.9,CSH,10
VTS,1,1,720,4.41,CRD,14.5
VTS,1,1,240,1.52,CSH,6.5
VTS,1,1,480,2.4,CSH,10
VTS,1,1,1140,11.81,CSH,33
VTS,1,6,300,1.87,CRD,8
VTS,1,6,360,2.85,CRD,9.5
VTS,1,6,600,1.44,CSH,9
VTS,1,6,540,1.36,CSH,7.5
VTS,1,6,540,1.98,CRD,9
VTS,1,6,660,2.68,CRD,10.5
VTS,1,6,240,1.16,CSH,5.5
VTS,1,6,660,2.81,CRD,10.5
VTS,1,6,240,1.07,CRD,5.5
VTS,1,6,300,0.51,CSH,5
CMT,1,1,252,0.7,CSH,5
CMT,1,1,613,1.9,CRD,9.5
CMT,1,1,454,1.9,CRD,8.5
CMT,1,1,287,1.3,CSH,6
CMT,1,1,167,0.4,CSH,4
CMT,1,1,509,1.4,CSH,8
CMT,1,3,417,1.3,CRD,7
CMT,1,4,516,1.2,CSH,7.5
CMT,1,2,662,2.2,CSH,10.5
CMT,1,2,537,1.2,CSH,7.5
CMT,1,2,342,1.2,CSH,6.5
CMT,1,2,415,1.3,CRD,7
CMT,1,2,298,1.4,CSH,6.5
CMT,1,2,806,3,CRD,12.5
CMT,1,1,321,1.1,CRD,6
CMT,1,2,1126,6.2,CSH,20.5
CMT,1,1,2423,2.4,CRD,11.5
CMT,1,2,1137,3.6,CSH,16.5
CMT,1,1,407,1.2,CRD,6.5
CMT,1,4,172,0.6,CSH,4.5
CMT,1,1,153,0.7,CSH,4.5
CMT,1,1,781,5.5,CSH,18
CMT,1,2,455,1.4,CRD,7.5
CMT,1,1,496,3.3,CSH,11.5
CMT,1,2,717,2.2,CRD,10.5
CMT,1,3,710,2.9,CSH,11.5
CMT,1,3,390,0.7,CSH,6
CMT,1,2,409,1.8,CSH,8
CMT,1,1,932,3.3,CRD,14.5
CMT,1,2,285,0.6,CSH,5
CMT,1,4,831,1.9,CRD,10.5
CMT,1,2,387,1.5,CRD,7
CMT,1,2,884,3.7,CRD,14
CMT,1,1,423,1.3,CRD,7
CMT,1,1,765,1.7,CSH,10
CMT,1,1,1480,5.2,CSH,20
CMT,1,1,535,2.3,CRD,9.5
CMT,1,2,256,0.9,CSH,5.5
CMT,1,4,685,2.9,CSH,12
VTS,1,6,540,1.25,CRD,7.5
VTS,1,6,1140,2.01,CSH,13
VTS,1,6,660,2.62,CRD,11
VTS,1,6,360,0.73,CSH,5.5
VTS,1,6,960,3.37,CRD,13.5
VTS,1,6,1380,3.23,CRD,16
VTS,1,6,360,0.92,CRD,6
VTS,1,6,300,1.04,CSH,5.5
VTS,1,1,960,5.4,CRD,18.5
VTS,1,1,600,1.8,CRD,9
VTS,1,6,480,1.37,CSH,7.5
VTS,1,6,600,1.45,CRD,8.5
VTS,1,6,420,1.46,CSH,7.5
VTS,1,6,180,0.54,CSH,4.5
VTS,1,6,240,0.63,CSH,4.5
VTS,1,6,360,1.51,CSH,7
VTS,1,6,120,0.35,CSH,3.5
VTS,1,6,1440,5.27,CSH,19.5
VTS,1,6,420,1.49,CRD,7.5
VTS,1,6,660,1.84,CSH,9.5
VTS,1,6,120,0.64,CRD,4
VTS,1,6,540,1.65,CRD,8.5
VTS,1,6,600,1.94,CRD,9
VTS,1,6,300,1.83,CSH,7
VTS,1,6,540,1.58,CSH,8
VTS,1,6,540,2.04,CRD,9
VTS,1,6,1440,9.65,CRD,29.5
VTS,1,6,360,1.57,CSH,7.5
CMT,1,1,1076,5.2,CSH,18.5
CMT,1,1,524,2,CRD,9
CMT,1,1,807,4.1,CSH,14
CMT,1,1,92,0.5,CSH,3.5
CMT,1,1,189,1.1,CSH,5.5
CMT,1,1,354,1.9,CRD,7.5
CMT,1,1,734,2.9,CRD,12
CMT,1,1,449,1.8,CSH,8
CMT,1,1,534,1.2,CSH,7.5
CMT,1,1,587,1.1,CRD,8
CMT,1,1,212,0.9,CRD,5
CMT,1,2,195,0.8,CSH,5
CMT,1,1,2426,10.5,CRD,37.5
CMT,1,2,510,2.4,CSH,9.5
CMT,2,1,1925,20.5,CRD,52
CMT,1,1,800,4.1,CRD,14.5
CMT,1,2,103,0.3,CSH,3.5
CMT,1,1,214,0.7,CRD,4.5
CMT,1,1,465,1.9,CRD,8.5
CMT,1,4,798,2.4,CSH,11.5
CMT,1,1,308,0.9,CRD,6
CMT,1,1,716,3.1,CRD,12.5
CMT,1,1,961,3.4,CRD,14
CMT,1,2,712,2.1,CSH,10
CMT,1,1,934,6.3,CSH,20
VTS,1,6,780,2.89,CRD,12.5
VTS,1,6,600,1.79,CRD,9
VTS,1,6,540,2.4,CRD,9.5
VTS,1,6,900,2.73,CRD,12.5
VTS,1,6,480,1.47,CRD,7.5
VTS,1,6,180,0.28,CSH,3.5
VTS,1,6,180,0.64,CRD,4.5
VTS,1,6,480,1.2,CRD,7.5
VTS,1,6,1020,1.38,CRD,11.5
VTS,1,6,300,1.21,CSH,6.5
VTS,1,6,120,0.79,CSH,4.5
VTS,1,6,300,0.82,CSH,5.5
VTS,1,6,840,2.29,CRD,11.5
VTS,1,6,360,1.23,CRD,6.5
VTS,1,6,360,1.35,CRD,6.5
VTS,1,6,420,2.46,CSH,9
VTS,1,6,240,0.4,CRD,4
VTS,1,6,240,0.77,CRD,5
VTS,1,6,540,0.47,CSH,7
VTS,2,1,2100,17.65,CSH,52
VTS,1,1,180,0.69,CSH,4.5
VTS,1,1,1440,6.32,CRD,22.5
VTS,1,1,600,4.12,CRD,13.5
VTS,1,1,420,3.21,CRD,10.5
VTS,1,1,720,4.29,CSH,14
VTS,3,6,1800,18.05,CSH,66.5
VTS,1,6,180,0.84,CRD,4.5
VTS,1,6,660,3.24,CSH,11.5
CMT,1,1,353,1.1,CSH,6.5
CMT,1,1,424,0.9,CSH,6.5
CMT,1,1,138,0.7,CSH,4
CMT,1,1,441,1.2,CSH,7
CMT,1,1,536,2.1,CRD,9
CMT,1,1,489,2.6,CSH,9.5
CMT,1,2,549,1.9,CRD,9
CMT,1,1,1372,11,CRD,31.5
CMT,1,1,680,2.9,CSH,11.5
CMT,1,2,316,1.2,CSH,6
CMT,1,4,789,3,CSH,13
CMT,1,2,125,0.4,CSH,3.5
CMT,1,2,1117,6.7,CRD,22.5
CMT,1,2,309,0.6,CSH,5
CMT,1,1,204,0.6,CSH,4.5
CMT,1,1,201,1,CSH,5
CMT,1,1,744,3,CSH,12
CMT,1,1,994,5.8,CSH,19.5
CMT,1,1,816,3.7,CRD,13.5
CMT,1,1,318,1.2,CRD,6.5
CMT,1,2,813,2.6,CRD,12
CMT,1,1,808,1.3,CRD,9.5
CMT,1,2,167,0.5,CRD,4
CMT,1,4,357,0.9,CSH,6
CMT,1,2,667,2.3,CRD,10.5
CMT,1,2,272,0.6,CRD,5
CMT,1,1,268,0.6,CRD,5
CMT,1,1,616,2.1,CRD,9.5
CMT,1,1,156,0.9,CRD,4.5
CMT,1,4,235,0.5,CSH,4.5
CMT,1,3,522,1.1,CRD,7.5
CMT,1,1,242,0.9,CRD,5.5
CMT,1,3,742,2.9,CRD,12
CMT,1,2,278,1.2,CSH,6
CMT,1,1,499,1.3,CSH,7.5
CMT,1,1,515,2.1,CSH,9.5
CMT,1,2,784,1.5,CRD,10
CMT,1,1,981,2.7,CSH,13
CMT,1,1,2077,7.5,CSH,27.5
CMT,2,2,1701,17.3,CSH,52
CMT,1,1,1127,2.1,CRD,13
CMT,1,1,767,1.9,CRD,10
CMT,1,2,656,1.9,CSH,9.5
