vendor_id,rate_code,passenger_count,trip_time_in_secs,trip_distance,payment_type,fare_amount
VTS,1,1,300,0.87,CRD,6
VTS,1,1,1320,5.53,CRD,20
VTS,1,1,360,1.15,CRD,6.5
VTS,1,1,540,1.56,CRD,8
VTS,1,1,480,1.15,CSH,7
VTS,1,1,420,1.3,CRD,6.5
VTS,1,1,1260,4.67,CRD,17.5
VTS,1,1,1200,2.5,CRD,14.5
VTS,1,1,420,1.86,CSH,8
VTS,1,1,420,0.91,CRD,6.5
VTS,1,1,120,0.35,CSH,3.5
VTS,1,1,1320,7.13,CRD,23.5
VTS,1,1,1560,5.27,CSH,20.5
VTS,1,1,960,2.48,CSH,12.5
VTS,1,1,420,1.07,CSH,6.5
VTS,1,1,540,2.58,CRD,10
VTS,1,1,600,0.39,CRD,7.5
VTS,1,1,180,0.42,CSH,4
VTS,1,1,1440,1.65,CSH,14
VTS,1,1,720,2.07,CRD,10
VTS,1,1,540,1.88,CRD,8.5
VTS,1,1,540,1.18,CRD,7.5
VTS,1,1,660,1.38,CRD,8.5
VTS,1,1,1020,5.42,CRD,17.5
VTS,1,1,180,0.67,CRD,4.5
VTS,1,1,900,1.92,CSH,11
VTS,1,1,1680,7.72,CRD,26
VTS,1,1,1140,2.94,CSH,14.5
VTS,1,1,480,1.99,CRD,8
VTS,1,1,540,2.22,CRD,9.5
VTS,1,1,360,1.21,CSH,6.5
VTS,1,1,420,2.04,CRD,8
VTS,1,1,300,1.13,CRD,6
VTS,1,1,360,0.64,CRD,5.5
VTS,1,1,1800,10.43,CRD,32.5
VTS,1,1,360,1.53,CRD,7
VTS,1,1,300,1.3,CRD,6
VTS,1,1,420,1.67,CSH,7.5
VTS,1,1,360,0.91,CRD,5.5
VTS,1,1,1200,3.85,CSH,16.5
VTS,1,1,600,2.57,CRD,10
VTS,1,1,420,0.88,CSH,6.5
VTS,1,1,1200,2.6,CRD,14
VTS,1,1,720,4.47,CRD,15.5
VTS,1,1,1740,10.04,CRD,32.5
VTS,1,1,1020,5.14,CRD,19
VTS,1,1,660,1.56,CSH,9
VTS,1,1,2220,6.34,CSH,28
VTS,1,1,1080,2.4,CSH,13.5
VTS,1,1,960,3.54,CSH,13.5
VTS,1,1,720,3.68,CRD,13
VTS,1,1,180,0.56,CSH,4
VTS,1,1,120,0.63,CRD,4
VTS,1,1,900,3.85,CSH,15
VTS,1,1,1020,3.02,CRD,13
VTS,1,1,180,0.62,CRD,4
VTS,1,1,960,3.23,CSH,13.5
VTS,1,1,660,1.69,CRD,9.5
VTS,1,1,720,2.24,CRD,10
VTS,1,1,840,2.58,CRD,12
VTS,1,1,360,0.78,CSH,5.5
VTS,1,1,240,0.69,CSH,5
VTS,1,1,1140,2.23,CSH,12
VTS,1,1,360,1.44,CRD,7
VTS,1,1,360,1.15,CRD,6.5
VTS,1,1,1560,5.22,CRD,21.5
VTS,1,1,240,1.15,CSH,5.5
VTS,1,1,1740,3.36,CRD,19.5
VTS,1,1,1320,2.59,CRD,15.5
VTS,1,1,360,0.91,CRD,6
VTS,1,1,1380,3.13,CRD,15.5
VTS,1,1,1020,2.93,CRD,14
VTS,1,1,420,1.14,CRD,7
VTS,1,1,480,0.84,CSH,6.5
VTS,1,1,420,1.16,CRD,7
VTS,1,1,480,1.49,CSH,7.5
VTS,1,1,540,1.57,CRD,8
VTS,1,1,720,1.98,CRD,9.5
VTS,1,1,360,0.72,CRD,6
VTS,1,1,960,5.43,CRD,18
VTS,1,1,120,0.76,CSH,4.5
VTS,1,1,120,0.02,CRD,3
VTS,1,1,600,2.32,CSH,10
VTS,1,1,240,0.89,CSH,5
VTS,1,1,300,1.3,CRD,6.5
VTS,1,1,540,1.66,CRD,8
VTS,1,1,300,0.75,CSH,5.5
VTS,1,1,780,3.18,CRD,12.5
VTS,1,1,1320,2.74,CRD,15.5
VTS,1,1,780,2.05,CSH,10.5
VTS,1,1,300,1.82,CRD,7.5
VTS,1,1,420,1.58,CSH,7
VTS,1,1,360,0.94,CRD,6.5
VTS,1,1,960,1.58,CSH,11
VTS,1,1,480,1.42,CRD,7.5
VTS,1,1,780,1.94,CRD,10.5
VTS,1,1,600,2,CRD,9.5
VTS,1,1,420,0.84,CSH,6.5
VTS,1,1,480,1.89,CSH,8
VTS,1,1,240,0.91,CRD,5.5
VTS,1,1,660,1.46,CRD,9
VTS,1,1,600,1.08,CSH,8
VTS,1,1,660,1.5,CRD,9
VTS,1,1,1140,3.43,CRD,15.5
VTS,1,1,660,1.44,CSH,9
VTS,1,1,1320,4.22,CSH,17.5
VTS,1,1,0,0.02,CRD,2.5
VTS,1,1,1080,8.1,CRD,24
VTS,1,1,840,2.09,CSH,11
VTS,1,1,600,1.82,CSH,8
VTS,1,1,720,3.02,CSH,11
VTS,1,1,540,1.35,CSH,8
VTS,1,1,540,1.9,CRD,8.5
VTS,1,1,720,1.02,CSH,8.5
VTS,1,1,1080,3.35,CRD,15
VTS,1,1,2100,9.74,CRD,34
VTS,1,1,600,2.53,CRD,10
VTS,1,1,1020,2.25,CSH,12.5
VTS,1,1,480,1.23,CRD,7.5
VTS,1,1,360,1.59,CRD,7.5
VTS,1,1,420,1.47,CRD,7.5
VTS,1,1,420,1.94,CSH,8
VTS,1,1,360,0.99,CRD,6
VTS,1,1,1080,3.92,CRD,16
VTS,1,1,120,0.57,CSH,4
VTS,1,1,780,2.33,CRD,11
VTS,1,1,660,1.75,CRD,9.5
VTS,1,1,540,1.73,CRD,8.5
VTS,1,1,1500,3.62,CSH,18
VTS,1,1,1560,7.58,CRD,24
VTS,1,1,660,2.29,CSH,9.5
VTS,1,1,480,1.37,CRD,7.5
VTS,1,1,420,1.11,CRD,7
VTS,1,1,480,1.15,CSH,7.5
VTS,1,1,180,0.62,CSH,4.5
VTS,1,1,1080,5.21,CSH,17.5
VTS,1,1,1680,4.88,CSH,20.5
VTS,1,1,960,2.84,CRD,12.5
VTS,1,1,1140,4.03,CRD,15.5
VTS,1,1,1140,4.49,CRD,17
VTS,1,1,480,0.99,CSH,6.5
VTS,1,1,660,1.32,CRD,8.5
VTS,1,1,240,0.79,CSH,5
VTS,1,1,960,3.11,CRD,13.5
VTS,1,1,900,2.29,CRD,12
VTS,1,1,300,1.16,CSH,6.5
VTS,1,1,180,0.75,CSH,4.5
VTS,1,1,840,2.7,CRD,12
VTS,1,1,480,1.64,CSH,8
VTS,1,1,1140,3.78,CRD,15.5
VTS,1,1,1260,4.05,CSH,17
VTS,1,1,180,0.89,CSH,5
VTS,1,1,660,3.42,CSH,12.5
VTS,1,1,2040,12.86,CRD,37
VTS,1,1,240,0.57,CSH,4.5
VTS,1,1,600,0.93,CRD,8
VTS,1,1,420,0.82,CSH,6.5
VTS,1,1,1560,5.82,CSH,22
VTS,1,1,600,1.5,CRD,8.5
VTS,1,1,360,0.83,CSH,5.5
VTS,1,1,840,2.13,CRD,11
VTS,1,1,240,0.56,CRD,4.5
VTS,1,1,240,0.78,CRD,5
VTS,1,1,1800,3.95,CSH,20
VTS,1,1,600,1.51,CRD,9
VTS,1,1,600,2.32,CRD,10
VTS,1,1,1200,2.05,CRD,13.5
VTS,1,1,960,2.91,CRD,13
VTS,1,1,540,2.03,CRD,9.5
VTS,1,1,660,1.92,CSH,9.5
VTS,1,1,780,1.75,CSH,10.5
VTS,1,1,900,3.74,CSH,14.5
VTS,1,1,1200,2.32,CSH,14.5
VTS,1,1,720,1.41,CSH,9.5
VTS,1,1,720,0.71,CSH,9
VTS,1,1,300,1.41,CRD,6.5
VTS,1,1,1380,7.99,CRD,26
VTS,1,1,420,1.23,CRD,7
VTS,1,1,1380,4.87,CRD,19.5
VTS,1,1,420,0.92,CSH,6.5
VTS,1,1,600,2.23,CSH,9.5
VTS,1,1,480,1.4,CSH,8
VTS,1,1,480,1.3,CRD,7.5
VTS,1,1,480,0.48,CSH,6
VTS,1,1,1440,2.19,CRD,15.5
VTS,1,1,900,2.07,CRD,11.5
VTS,1,1,900,2.87,CRD,12.5
VTS,1,1,540,1.62,CRD,8
VTS,1,1,720,1.47,CRD,9
VTS,1,1,840,2.2,CSH,11
VTS,1,1,60,0.53,CSH,3.5
VTS,1,1,120,0.65,CRD,4
VTS,1,1,840,2.17,CRD,11.5
VTS,1,1,1560,2.29,CRD,17
VTS,1,1,360,0.89,CSH,6
VTS,1,1,540,1.99,CSH,9.5
VTS,1,1,1320,9.78,CRD,28.5
VTS,1,1,840,3.37,CSH,12.5
VTS,1,1,600,2.64,CRD,10
VTS,1,1,1020,2.54,CRD,12.5
VTS,1,1,900,1.82,CRD,11
VTS,1,1,780,1.39,CRD,9.5
VTS,1,1,600,2.31,CRD,9.5
VTS,1,1,840,3.3,CSH,13
VTS,1,1,840,1.95,CSH,10.5
VTS,1,1,720,1.96,CRD,10
VTS,1,1,1020,2.37,CRD,12.5
VTS,1,1,720,1.15,CSH,8.5
VTS,1,1,540,1.05,CRD,7.5
VTS,1,1,240,1.1,CSH,5.5
VTS,1,1,720,1.61,CSH,10
VTS,1,1,780,3.31,CRD,13
VTS,1,1,1800,15.84,CSH,44.5
VTS,1,1,720,3.35,CSH,12.5
VTS,1,1,540,2.34,CSH,10
VTS,1,1,1140,12.61,CRD,34.5
VTS,1,1,780,1.79,CRD,10
VTS,1,1,360,0.82,CRD,6
VTS,1,1,1380,10.99,CSH,32.5
VTS,1,1,1800,10.32,CRD,33.5
VTS,1,1,360,1.99,CSH,8
VTS,1,1,1440,5.51,CRD,21.5
VTS,1,1,720,5.6,CSH,16.5
VTS,1,1,900,7.43,CRD,22
VTS,1,1,300,0.8,CSH,5.5
VTS,1,1,1620,2.8,CRD,18.5
VTS,1,1,1560,12.45,CSH,35.5
VTS,1,1,240,0.4,CSH,4.5
VTS,1,1,360,1.2,CSH,6.5
VTS,1,1,360,1.13,CRD,6
VTS,1,1,240,1.05,CRD,5.5
VTS,1,1,300,1.19,CRD,6
VTS,1,1,840,4.13,CRD,15
VTS,1,1,1680,12.33,CSH,36.5
VTS,1,1,1320,1.81,CRD,14.5
VTS,1,1,960,2.16,CRD,12
VTS,1,1,1140,1.18,CSH,12
VTS,1,1,420,0.98,CRD,6.5
VTS,1,1,480,1.92,CSH,8.5
VTS,1,1,1800,8.81,CSH,27.5
VTS,1,1,840,2.96,CRD,12.5
VTS,1,1,2280,6.44,CSH,27
VTS,1,1,360,0.6,CRD,5.5
VTS,1,1,420,1.61,CRD,8
VTS,1,1,780,2.82,CRD,13
VTS,1,1,360,1.39,CRD,7
VTS,1,1,960,4.56,CSH,17
VTS,1,1,720,1.86,CSH,9.5
VTS,1,1,240,1.17,CRD,5.5
VTS,1,1,1140,3.08,CRD,14.5
VTS,1,1,360,0.99,CSH,5.5
VTS,1,1,480,0.92,CSH,6.5
VTS,1,1,2340,3.09,CRD,23.5
VTS,1,1,420,1.3,CSH,7
VTS,1,1,240,0.84,CRD,5
VTS,1,1,480,1.49,CRD,7.5
VTS,1,1,3240,10.77,CRD,42.5
VTS,1,1,960,2.69,CSH,12.5
VTS,1,1,1080,4.42,CRD,16
VTS,1,1,360,1.08,CSH,6
VTS,1,1,900,2.47,CRD,12
VTS,1,1,480,1.57,CRD,8
VTS,1,1,1200,4.89,CSH,17.5
VTS,1,1,720,2.4,CSH,10
VTS,1,1,1620,6.23,CRD,23
VTS,1,1,480,2.31,CSH,9
VTS,1,1,1800,7.18,CSH,27
VTS,1,1,120,0.43,CSH,4
VTS,1,1,720,1.76,CRD,9.5
VTS,1,1,960,3.08,CSH,13
VTS,1,1,1800,5.93,CRD,24
VTS,1,1,1500,9.08,CRD,29.5
VTS,1,1,480,3.14,CSH,11.5
VTS,1,1,1980,11.08,CSH,34.5
VTS,1,1,2160,10.09,CSH,35
VTS,1,1,960,3.79,CSH,15
VTS,1,1,240,1.11,CRD,5.5
VTS,1,1,180,1.43,CSH,6
VTS,1,1,540,1.52,CRD,8
VTS,1,1,600,1.96,CSH,9
VTS,1,1,480,0.89,CSH,6.5
VTS,1,1,1500,18,CSH,48.5
VTS,1,1,1320,4,CRD,17.5
VTS,1,1,1320,2.22,CRD,14.5
VTS,1,1,180,0.67,CSH,4.5
VTS,1,1,540,1.34,CSH,8
VTS,1,1,540,1.12,CSH,7.5
VTS,1,1,1140,9.68,CRD,28
VTS,1,1,840,2.91,CSH,12
VTS,1,1,420,1.22,CSH,7
VTS,1,1,120,0.46,CSH,4
VTS,1,1,300,0.92,CSH,6
VTS,1,1,540,1.33,CSH,8
VTS,1,1,1320,5.31,CSH,20.5
VTS,1,1,660,2.19,CRD,9.5
VTS,1,1,240,0.55,CSH,5
VTS,1,1,660,3,CSH,12
VTS,1,1,1260,5.12,CRD,18.5
VTS,1,1,840,1.88,CRD,10
VTS,1,1,600,2.3,CSH,9.5
VTS,1,1,1020,1.97,CRD,12
VTS,1,1,780,1.97,CSH,10
VTS,1,1,1320,2.89,CRD,15.5
VTS,1,1,660,1.35,CSH,8.5
VTS,1,1,480,1.82,CRD,8
VTS,1,1,780,2.62,CRD,11
VTS,1,1,360,1.14,CRD,6.5
VTS,1,1,1800,3.83,CSH,20
VTS,1,1,240,1.04,CSH,6
VTS,1,1,420,1.75,CSH,7.5
VTS,1,1,900,2.73,CSH,12.5
VTS,1,1,480,0.86,CSH,6.5
VTS,1,1,600,2.7,CRD,10.5
VTS,1,1,660,1.37,CRD,9
VTS,1,1,660,2.94,CRD,11
VTS,1,1,1320,2.44,CRD,14.5
VTS,1,1,720,1.64,CRD,9
VTS,1,1,1080,2.84,CRD,14.5
VTS,1,1,180,1.17,CRD,5
VTS,1,1,900,5.2,CRD,18
VTS,1,1,1260,8.69,CRD,26.5
VTS,1,1,780,4.61,CRD,16
VTS,1,1,1500,9.87,CSH,31
VTS,1,1,660,3.8,CSH,12.5
VTS,1,1,540,2.16,CRD,9
VTS,1,1,1020,5.3,CSH,19
VTS,1,1,1440,7.15,CRD,24.5
VTS,1,1,540,2.71,CSH,10
VTS,1,1,900,2.64,CRD,12.5
VTS,1,1,240,0.56,CRD,4.5
VTS,1,1,480,2.06,CRD,8.5
VTS,1,1,3000,8.46,CRD,34
VTS,1,1,900,2.7,CRD,12.5
VTS,1,1,660,1.91,CRD,9.5
VTS,1,1,240,0.93,CRD,5.5
VTS,1,1,240,1.46,CRD,6.5
VTS,1,1,540,1.71,CSH,8.5
VTS,1,1,240,0.85,CSH,5
VTS,1,1,1200,5.96,CRD,20.5
VTS,1,1,1020,5.74,CRD,19
VTS,1,1,540,1.58,CSH,8.5
VTS,1,1,420,1.92,CSH,8
VTS,1,1,180,1.13,CRD,5
VTS,1,1,240,0.98,CSH,5
VTS,1,1,720,1.79,CRD,10
VTS,1,1,420,1.87,CSH,8
VTS,1,1,720,6.26,CRD,19
VTS,1,1,1440,11.6,CSH,34.5
VTS,1,1,780,4,CRD,15
VTS,1,1,600,1.71,CRD,8.5
VTS,1,1,720,1.21,CSH,9
VTS,1,1,1920,3.74,CRD,21
VTS,1,1,300,0.85,CSH,5.5
VTS,1,1,1320,5.05,CRD,19.5
VTS,1,1,60,0.45,CRD,3.5
VTS,1,1,720,1.95,CSH,10
VTS,1,1,180,0.66,CRD,4.5
VTS,1,1,660,1.62,CSH,9
VTS,1,1,840,2.63,CRD,11.5
VTS,1,1,540,2.1,CRD,9
VTS,1,1,960,2.59,CRD,12
VTS,1,1,420,1.42,CRD,7
VTS,1,1,660,2.4,CSH,10
VTS,1,1,780,2.04,CRD,10
VTS,1,1,420,0.98,CRD,7
VTS,1,1,480,1.68,CRD,7.5
VTS,1,1,1680,3.4,CSH,14
VTS,1,1,180,0.34,CRD,4
VTS,1,1,600,2.09,CSH,9
VTS,1,1,540,2.48,CSH,10
VTS,1,1,480,3.35,CSH,11.5
VTS,1,1,240,0.99,CSH,5.5
VTS,1,1,300,1.07,CRD,6
VTS,1,1,420,2.46,CRD,9
VTS,1,1,300,1.42,CRD,6.5
VTS,1,1,2040,9.95,CSH,34.5
VTS,1,1,720,5.74,CRD,18
VTS,1,1,420,1.02,CSH,6.5
VTS,1,1,720,1.37,CRD,9
VTS,1,1,1920,10.79,CRD,34.5
VTS,1,1,360,0.43,CSH,5
VTS,1,1,1440,2.43,CRD,15.5
VTS,1,1,300,0.7,CRD,5
VTS,1,1,480,4.41,CRD,14
VTS,1,1,300,1.53,CSH,6.5
VTS,2,1,2400,20.52,CRD,52
VTS,1,1,0,0.06,CSH,2.5
VTS,1,1,780,6.41,CRD,19.5
VTS,1,1,1320,6.35,CSH,21.5
VTS,1,1,1260,4.76,CSH,18.5
VTS,1,1,360,1,CRD,6
VTS,1,1,960,4.28,CRD,16
VTS,1,1,1260,6.25,CSH,21.5
VTS,2,1,2040,19.82,CRD,52
VTS,1,1,1320,12.7,CRD,35
VTS,1,1,840,5.83,CSH,18.5
VTS,1,1,1380,8.63,CSH,26.5
VTS,1,1,660,1.15,CSH,8.5
VTS,1,1,540,2.35,CRD,10
VTS,1,1,720,3.31,CSH,12
VTS,1,1,660,3.9,CSH,13.5
VTS,1,1,120,0.41,CRD,4
VTS,1,1,600,3.26,CSH,12
VTS,1,1,840,2.56,CRD,11.5
VTS,1,1,360,2.15,CSH,8.5
VTS,1,1,540,2.01,CSH,9.5
VTS,1,1,1680,8.81,CSH,28.5
VTS,1,1,660,3.6,CRD,13
VTS,1,1,720,4.06,CRD,14
VTS,1,1,360,2.26,CRD,8
VTS,1,1,480,0.95,CRD,6.5
VTS,1,1,600,1.12,CRD,7.5
VTS,1,1,960,2.78,CRD,13
VTS,1,1,2460,26.53,CSH,70
VTS,1,1,780,1.83,CSH,10.5
VTS,1,1,1020,4.47,CSH,16.5
VTS,1,1,420,1.18,CRD,7
VTS,1,1,600,1.24,CRD,8
VTS,1,1,1920,11.13,CSH,34.5
VTS,1,1,360,1.35,CRD,7
VTS,1,1,660,3.53,CRD,13
VTS,1,1,1380,10.09,CRD,29.5
VTS,1,1,1200,6.19,CRD,21
VTS,1,1,660,3.59,CSH,12.5
VTS,1,1,0,0,CRD,2.5
VTS,1,1,240,0.78,CSH,5
VTS,1,1,600,4.8,CRD,15
VTS,1,1,1620,9.91,CRD,30.5
VTS,1,1,840,1.08,CSH,10
VTS,1,1,1740,3.05,CSH,17.5
VTS,1,1,720,1.89,CRD,9.5
VTS,2,1,1800,20.39,CRD,52
VTS,2,1,2640,18.73,CRD,52
VTS,1,1,180,0.28,CSH,3.5
VTS,1,1,480,2.28,CRD,9
VTS,1,1,1200,3.16,CRD,14.5
VTS,1,1,1080,1.29,CRD,12
VTS,1,1,1380,3.01,CSH,16.5
VTS,1,1,1140,3.07,CRD,15
VTS,1,1,1020,3.41,CRD,14.5
VTS,1,1,1380,3.96,CSH,17.5
VTS,1,1,360,0.68,CRD,5.5
VTS,1,1,540,1.09,CRD,7.5
VTS,1,1,3180,11.24,CSH,43.5
VTS,1,1,360,0.77,CSH,6
VTS,1,1,240,0.95,CSH,5.5
VTS,1,1,300,0.8,CSH,5.5
VTS,1,1,1260,4.25,CRD,17
VTS,1,1,60,0.07,CSH,2.5
VTS,1,1,1080,3.08,CRD,14
VTS,1,1,540,1.23,CRD,7.5
VTS,1,1,1500,4.06,CRD,18.5
VTS,1,1,780,2.39,CSH,11
VTS,1,1,360,1.04,CRD,6.5
VTS,1,1,360,1.01,CSH,6.5
VTS,1,1,1020,2.94,CRD,14.5
VTS,1,1,1140,3.57,CSH,15.5
VTS,1,1,1560,3.54,CSH,19
VTS,1,1,1740,10.66,CRD,34
VTS,1,1,360,1.14,CRD,7
VTS,2,1,2280,21.65,CRD,52
VTS,2,1,4140,21.68,CRD,52
VTS,1,1,1380,4.71,CRD,19.5
VTS,1,1,660,5.2,CRD,16
VTS,1,1,660,4.76,CRD,15
VTS,1,1,660,2.73,CRD,11.5
VTS,1,1,960,3.25,CSH,14
VTS,1,1,300,1.13,CRD,6
VTS,1,1,1080,5.86,CSH,19
VTS,1,1,900,3.24,CSH,13.5
VTS,1,1,1200,6.6,CSH,22
VTS,1,1,720,1.85,CRD,9.5
VTS,1,1,720,3.68,CRD,13
VTS,1,1,300,1.8,CRD,7
VTS,1,1,480,1.56,CSH,7.5
VTS,1,1,900,1.89,CRD,11
VTS,1,1,240,1.68,CRD,6.5
VTS,1,1,1080,2.4,CSH,13.5
VTS,1,1,540,1.7,CSH,8.5
VTS,1,1,1440,8.09,CRD,26
VTS,1,1,540,2.19,CRD,9.5
VTS,1,1,480,4.89,CSH,14.5
VTS,1,1,780,6.07,CRD,19
VTS,1,1,2100,14.45,CRD,43
VTS,1,1,1440,17.61,CRD,47
VTS,1,1,960,8.76,CSH,25
VTS,1,1,840,3.48,CRD,13.5
VTS,1,1,720,3.23,CRD,12
VTS,1,1,840,4.02,CSH,14.5
VTS,1,1,240,1.24,CRD,5.5
VTS,1,1,1080,6.48,CSH,20.5
VTS,1,1,720,1.17,CSH,8.5
VTS,1,1,480,0.92,CRD,7
VTS,1,1,1920,10.01,CRD,33.5
VTS,1,1,540,1.46,CSH,8
VTS,1,1,240,0.55,CRD,4.5
VTS,1,1,660,2.77,CRD,11
VTS,1,1,540,3.38,CSH,12
VTS,1,1,1440,4.17,CRD,19.5
VTS,1,1,840,3.49,CSH,13.5
VTS,1,1,660,3.49,CSH,12.5
VTS,1,1,1560,8.36,CSH,27.5
VTS,1,1,1020,5.23,CSH,18.5
VTS,1,1,240,0.7,CSH,5
VTS,1,1,2580,10.99,CRD,39.5
VTS,1,1,480,0.92,CRD,6.5
VTS,1,1,2460,2.17,CSH,23.5
VTS,1,1,1440,7.41,CRD,25
VTS,1,1,1080,4.83,CRD,17.5
VTS,1,1,960,3.52,CRD,14.5
VTS,1,1,1080,6.33,CSH,20
VTS,1,1,660,1.07,CRD,8
VTS,1,1,180,0.22,CSH,3.5
VTS,1,1,60,0.49,CRD,3.5
VTS,1,1,1440,8.77,CRD,27
VTS,1,1,780,4.86,CSH,15.5
VTS,1,1,60,0.52,CRD,3.5
VTS,1,1,1500,9.13,CSH,28
VTS,1,1,660,3.77,CRD,13
VTS,1,1,1680,13.38,CSH,39.5
VTS,1,1,480,1.41,CRD,7.5
VTS,1,1,120,0.65,CRD,4
VTS,1,2,540,2.3,CRD,9.5
VTS,1,1,240,0.87,CSH,5
VTS,1,1,1260,4.24,CRD,17
VTS,2,1,1920,16.83,CRD,52
VTS,2,1,3660,23.03,CSH,52
VTS,1,1,600,1.81,CRD,9
VTS,1,1,180,0.67,CSH,4.5
VTS,1,1,360,1.22,CRD,6.5
VTS,1,1,300,0.67,CSH,5.5
VTS,1,1,1800,9.92,CRD,32.5
VTS,1,1,600,2.31,CRD,9.5
VTS,1,1,3120,23.47,CRD,68.5
VTS,1,1,360,0.76,CSH,5.5
VTS,1,1,2940,4.04,CSH,28
VTS,1,1,780,1.32,CRD,9.5
VTS,1,1,120,0.15,CRD,3.5
VTS,1,1,780,1.86,CRD,9.5
VTS,1,1,660,1.37,CSH,8.5
VTS,1,1,600,2.46,CRD,10.5
VTS,1,1,480,1.94,CSH,8.5
VTS,1,1,240,1.11,CSH,5.5
VTS,1,1,180,0.97,CRD,4.5
VTS,1,1,360,1.07,CRD,6
VTS,2,1,2160,21.42,CRD,52
VTS,1,1,480,1.37,CRD,7.5
VTS,1,1,720,2.47,CRD,11
VTS,1,1,300,0.9,CSH,5.5
VTS,1,1,660,2.82,CRD,11
VTS,1,1,1320,4.85,CRD,18
VTS,1,1,900,2.43,CSH,11.5
VTS,2,1,1800,19.74,CSH,52
VTS,1,1,660,2.56,CRD,10.5
VTS,1,1,180,0.96,CRD,5
VTS,1,1,180,0.64,CRD,4.5
VTS,1,1,720,2.66,CRD,11.5
VTS,1,1,540,4.15,CRD,13.5
VTS,1,1,2400,22.72,CSH,63
VTS,1,1,1260,6.97,CRD,24
VTS,1,1,420,1.4,CRD,7
VTS,2,1,0,0,CRD,52
VTS,1,1,780,1.05,CRD,9.5
VTS,1,1,900,5.75,CRD,18.5
VTS,1,1,360,0.86,CRD,5.5
VTS,1,1,600,2.98,CRD,11
VTS,1,1,540,1.24,CSH,8
VTS,1,1,660,1.66,CSH,8
VTS,1,1,1080,3.08,CSH,14
VTS,1,1,780,2.25,CRD,11.5
VTS,1,1,840,2.27,CRD,11.5
VTS,1,1,1200,3.23,CSH,15.5
VTS,1,1,2280,6.82,CSH,28.5
VTS,1,1,600,4.69,CRD,14
VTS,1,1,1260,7.09,CRD,24
VTS,1,1,780,0.93,CRD,9.5
VTS,1,1,900,2.43,CRD,12
VTS,1,1,660,5.79,CRD,18
VTS,1,1,180,1.17,CSH,5.5
VTS,1,1,1380,7.71,CSH,24.5
VTS,1,1,600,3.32,CRD,11.5
VTS,1,1,1920,9.3,CRD,32
VTS,1,1,2160,9.63,CRD,33.5
VTS,1,1,840,1.01,CSH,9.5
VTS,1,1,120,0.69,CSH,4
VTS,1,1,420,0.77,CRD,6
VTS,1,1,1260,5.14,CSH,18
VTS,1,1,300,1.32,CRD,6.5
VTS,1,1,960,3.87,CSH,14.5
VTS,1,1,1680,14.16,CRD,40
VTS,1,1,840,3.42,CSH,13.5
VTS,1,1,540,2.79,CRD,10.5
VTS,1,1,720,5.28,CRD,17
VTS,1,1,240,0.85,CRD,5
VTS,1,1,180,0.34,CSH,3.5
VTS,1,1,300,1.12,CRD,6
VTS,1,1,360,1.43,CSH,6.5
VTS,2,1,3480,19.27,CSH,52
VTS,1,1,1200,1.29,CRD,13
VTS,1,1,1080,6.16,CRD,21
VTS,2,1,1620,20.24,CRD,52
VTS,1,1,840,1.72,CRD,10
VTS,1,1,1140,6.01,CRD,21
VTS,1,1,1320,9.16,CRD,27.5
VTS,1,1,420,2.34,CRD,9.5
VTS,1,1,480,1.58,CRD,8
VTS,1,1,420,0.86,CRD,6.5
VTS,1,1,1620,10.26,CSH,31.5
VTS,1,1,840,3.45,CRD,14
VTS,2,1,2100,20.1,CRD,52
VTS,1,1,1500,5.94,CRD,22
VTS,1,1,900,2.43,CRD,12
VTS,1,1,540,1.86,CSH,8.5
VTS,1,1,180,0.7,CSH,4.5
VTS,1,1,1440,11.38,CSH,34
VTS,1,1,780,2.47,CRD,11
VTS,1,1,960,2.5,CSH,12
VTS,1,1,300,0.67,CSH,5.5
VTS,1,1,660,1.96,CSH,9.5
VTS,1,1,1980,9.46,CSH,32.5
VTS,1,1,300,0.84,CSH,5.5
VTS,1,1,900,2.03,CRD,11.5
VTS,1,1,3420,9.34,CRD,42.5
VTS,1,1,1800,6.52,CSH,25
VTS,1,1,120,0.52,CSH,3.5
VTS,1,1,480,1.21,CRD,7
VTS,1,1,1740,7.28,CRD,26
VTS,1,1,360,1.28,CRD,6.5
VTS,1,1,840,4.75,CRD,17
VTS,1,1,480,1.15,CSH,7
VTS,1,1,420,1.25,CSH,6.5
VTS,1,1,1140,3.64,CRD,14.5
VTS,1,1,420,1.34,CRD,6.5
VTS,1,1,1620,4.93,CRD,20.5
VTS,1,1,660,2.36,CRD,10.5
VTS,1,1,360,0.94,CSH,6
VTS,1,1,900,1.56,CSH,10.5
VTS,1,1,1080,4.94,CRD,17.5
VTS,1,1,660,0.87,CSH,8
VTS,1,1,120,0.94,CSH,4.5
VTS,1,1,720,2.94,CRD,11.5
VTS,1,1,1200,9.05,CRD,26.5
VTS,1,1,1740,15.63,CRD,43.5
VTS,1,1,900,2.81,CRD,12.5
VTS,5,1,360,2.56,CRD,45
VTS,1,1,1920,5.94,CSH,24
VTS,1,1,600,1.95,CSH,9.5
VTS,1,1,1080,11.27,CSH,32
VTS,2,1,1500,18.29,CRD,52
VTS,1,1,2460,21.41,CRD,59.5
VTS,1,1,600,4.1,CRD,13.5
VTS,1,1,1380,6.91,CSH,24
VTS,1,1,300,1.52,CSH,7
VTS,1,1,780,2.05,CRD,10.5
