#@ TextLoader{
#@   header+
#@   sep=tab
#@   col=Label:R4:0
#@   col=Workclass:TX:1
#@   col=Categories:TX:2-8
#@   col=NumericFeatures:R4:9-14
#@ }
Label	Workclass	education	marital-status	occupation	relationship	ethnicity	sex	native-country-region	age	fnlwgt	education-num	capital-gain	capital-loss	hours-per-week
0	Private	Bachelors	Never-married	Tech-support	Own-child	White	Male	United-States	28	193868	13	0	0	50
0	Private	Some-college	Never-married	Machine-op-inspct	Other-relative	White	Male	United-States	21	250939	10	0	0	35
0	Federal-gov	Some-college	Divorced	Tech-support	Not-in-family	Black	Male	United-States	62	57629	10	4650	0	40
0	Private	HS-grad	Never-married	Other-service	Not-in-family	Black	Female	United-States	39	281768	9	0	0	40
0	State-gov	HS-grad	Never-married	Other-service	Not-in-family	White	Male	United-States	30	260782	9	0	0	40
0	Self-emp-not-inc	Prof-school	Never-married	Prof-specialty	Not-in-family	White	Male	United-States	72	243769	15	0	1429	20
0	Private	Some-college	Married-civ-spouse	Exec-managerial	Wife	White	Female	United-States	50	109937	10	0	0	50
0	Local-gov	Masters	Never-married	Prof-specialty	Not-in-family	White	Male	United-States	28	134890	14	0	0	40
0	Private	Some-college	Never-married	Prof-specialty	Not-in-family	White	Female	United-States	29	100293	10	0	0	40
0	Private	Bachelors	Never-married	Adm-clerical	Own-child	White	Female	United-States	26	132179	13	0	0	40
0	Private	Masters	Never-married	Exec-managerial	Not-in-family	White	Female	United-States	27	116372	14	0	0	40
1	Private	Some-college	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	United-States	29	255412	10	3103	0	40
0	?	HS-grad	Married-civ-spouse	?	Husband	White	Male	United-States	61	195789	9	0	0	40
0	Private	10th	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	29	342400	6	0	0	25
0	?	Some-college	Never-married	?	Own-child	White	Female	United-States	21	65481	10	0	0	30
0	Private	11th	Married-civ-spouse	Sales	Wife	White	Female	United-States	31	169085	7	0	0	20
0	Private	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	25	177221	9	0	0	75
1	Private	10th	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	58	65325	6	0	0	40
1	Private	Some-college	Married-civ-spouse	Exec-managerial	Wife	White	Female	United-States	64	118944	10	0	0	40
0	State-gov	Masters	Never-married	Exec-managerial	Not-in-family	White	Male	United-States	46	149337	14	0	0	38
1	?	HS-grad	Married-civ-spouse	?	Husband	White	Male	United-States	53	237868	9	0	0	35
0	Private	HS-grad	Never-married	Other-service	Own-child	Amer-Indian-Inuit	Female	United-States	19	106183	9	0	0	35
0	Private	HS-grad	Divorced	Other-service	Not-in-family	Black	Male	United-States	42	226388	9	0	0	52
0	Private	11th	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	18	220754	7	0	0	24
1	Self-emp-inc	Bachelors	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	58	204021	13	15024	0	50
0	Private	Some-college	Never-married	Protective-serv	Not-in-family	Black	Male	United-States	20	347391	10	0	0	60
1	Federal-gov	HS-grad	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	35	413930	9	0	0	40
1	Private	HS-grad	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	United-States	32	174201	9	0	0	38
0	Private	HS-grad	Never-married	Handlers-cleaners	Not-in-family	White	Female	United-States	23	145917	9	0	0	25
0	Private	Some-college	Divorced	Tech-support	Unmarried	White	Female	United-States	31	241797	10	0	0	40
0	Private	Bachelors	Married-civ-spouse	Sales	Husband	Black	Male	United-States	33	265168	13	0	0	55
0	Private	Some-college	Never-married	Machine-op-inspct	Not-in-family	White	Female	United-States	41	171234	10	0	0	48
0	Private	HS-grad	Never-married	Machine-op-inspct	Own-child	Black	Male	United-States	22	178452	9	0	0	40
1	Private	Some-college	Married-civ-spouse	Protective-serv	Husband	White	Male	United-States	46	157857	10	0	0	40
0	Federal-gov	Some-college	Married-civ-spouse	Transport-moving	Husband	Black	Male	United-States	61	512864	10	0	0	40
0	Private	HS-grad	Never-married	Exec-managerial	Not-in-family	Black	Male	United-States	30	296462	9	0	0	40
1	Private	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	42	171615	9	0	0	55
0	Private	10th	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	United-States	63	214071	6	0	0	40
0	Private	Some-college	Married-civ-spouse	Sales	Husband	White	Male	United-States	26	172421	10	0	0	40
0	Private	10th	Divorced	Adm-clerical	Unmarried	White	Female	United-States	42	195488	6	0	0	40
0	Private	Some-college	Married-civ-spouse	Other-service	Husband	White	Male	United-States	23	316841	10	0	0	40
0	Private	HS-grad	Never-married	Machine-op-inspct	Unmarried	White	Male	United-States	25	236267	9	0	1590	40
1	Private	9th	Married-civ-spouse	Other-service	Husband	White	Male	El-Salvador	30	236543	5	0	0	32
0	Private	HS-grad	Never-married	Sales	Own-child	White	Male	United-States	23	318483	9	0	0	40
1	Self-emp-not-inc	Assoc-voc	Never-married	Farming-fishing	Not-in-family	White	Male	United-States	34	163756	11	27828	0	60
0	Private	HS-grad	Married-civ-spouse	Machine-op-inspct	Other-relative	White	Male	United-States	30	238186	9	0	2057	48
1	Private	Some-college	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	39	329980	10	0	0	40
0	Private	11th	Never-married	Handlers-cleaners	Other-relative	White	Male	Puerto-Rico	30	169269	7	0	1721	38
0	Local-gov	Some-college	Divorced	Adm-clerical	Unmarried	White	Female	United-States	38	34744	10	0	0	38
0	Private	HS-grad	Divorced	Exec-managerial	Own-child	White	Female	United-States	26	98114	9	0	0	40
0	Private	Some-college	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	20	109667	10	0	0	16
0	Local-gov	Bachelors	Never-married	Prof-specialty	Unmarried	Black	Male	?	37	263690	13	0	0	40
0	Private	HS-grad	Married-civ-spouse	Adm-clerical	Own-child	White	Female	United-States	33	147430	9	0	0	40
0	Private	Bachelors	Never-married	Adm-clerical	Own-child	White	Male	United-States	24	224238	13	0	0	40
1	Self-emp-inc	Bachelors	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	42	212894	13	0	0	60
0	Self-emp-not-inc	HS-grad	Married-civ-spouse	Sales	Husband	Asian-Pac-Islander	Male	Vietnam	51	136708	9	3103	0	84
1	Local-gov	Assoc-acdm	Married-civ-spouse	Tech-support	Husband	White	Male	United-States	56	38573	12	0	0	45
0	Private	Some-college	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	22	197200	10	0	0	40
0	Self-emp-not-inc	Some-college	Married-civ-spouse	Farming-fishing	Husband	White	Male	United-States	52	182796	10	0	0	60
1	Private	Bachelors	Divorced	Exec-managerial	Unmarried	White	Female	United-States	44	184527	13	4934	0	45
0	Private	HS-grad	Married-civ-spouse	Adm-clerical	Wife	White	Female	United-States	34	145231	9	4064	0	35
1	Private	Some-college	Divorced	Craft-repair	Not-in-family	White	Male	United-States	51	43354	10	0	0	42
0	?	Some-college	Never-married	?	Not-in-family	White	Male	United-States	20	318865	10	0	0	40
0	Private	Some-college	Never-married	Sales	Not-in-family	White	Female	United-States	19	355712	10	0	0	25
1	Private	Bachelors	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	37	98776	13	0	0	40
1	Private	HS-grad	Married-civ-spouse	Machine-op-inspct	Husband	Black	Male	United-States	68	257557	9	0	0	40
0	Private	Some-college	Divorced	Protective-serv	Not-in-family	White	Male	United-States	22	102258	10	0	0	40
0	Self-emp-inc	Bachelors	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	56	170287	13	0	0	40
0	Private	HS-grad	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	37	243409	9	0	0	40
0	Private	1st-4th	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	Mexico	52	55608	2	0	0	40
0	Private	HS-grad	Separated	Handlers-cleaners	Own-child	White	Male	Puerto-Rico	26	248057	9	0	0	40
0	Private	Masters	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	33	95530	14	0	0	50
0	Local-gov	Masters	Divorced	Prof-specialty	Unmarried	White	Female	United-States	45	54038	14	0	0	42
0	Private	11th	Never-married	Other-service	Own-child	White	Male	United-States	18	161245	7	0	0	15
1	Self-emp-not-inc	Some-college	Married-civ-spouse	Farming-fishing	Husband	White	Male	United-States	43	388725	10	0	0	60
1	Self-emp-not-inc	Doctorate	Married-civ-spouse	Prof-specialty	Husband	White	Male	?	64	71807	16	15024	0	50
0	Private	HS-grad	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	18	228216	9	0	0	20
0	?	Some-college	Never-married	?	Own-child	White	Male	United-States	20	303121	10	0	0	45
1	Private	HS-grad	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	57	78020	9	0	0	40
0	Private	HS-grad	Divorced	Adm-clerical	Unmarried	White	Female	United-States	41	249254	9	3674	0	42
1	Private	Masters	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	34	87218	14	0	1887	50
0	Private	HS-grad	Never-married	Sales	Unmarried	White	Female	United-States	19	304299	9	0	0	40
0	Private	9th	Divorced	Other-service	Unmarried	White	Female	Dominican-Republic	44	196234	5	0	0	55
0	Private	10th	Widowed	Other-service	Unmarried	White	Female	United-States	56	197875	6	0	0	40
0	Self-emp-inc	HS-grad	Married-civ-spouse	Farming-fishing	Husband	White	Male	United-States	36	48063	9	0	0	80
0	Private	Bachelors	Divorced	Exec-managerial	Unmarried	White	Female	United-States	48	253596	13	0	0	48
1	Private	HS-grad	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	29	39257	9	0	0	40
0	Private	Bachelors	Never-married	Craft-repair	Not-in-family	White	Male	United-States	33	56150	13	2174	0	40
0	Private	5th-6th	Married-civ-spouse	Other-service	Husband	White	Male	Mexico	31	179415	3	0	0	40
1	Private	Masters	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	39	252445	14	0	0	45
1	Private	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	66	275918	9	10605	0	40
1	Private	Bachelors	Never-married	Prof-specialty	Not-in-family	White	Female	United-States	27	106562	13	0	0	50
1	Private	HS-grad	Divorced	Exec-managerial	Unmarried	Black	Female	United-States	39	198654	9	99999	0	40
1	Private	7th-8th	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	59	107318	4	5178	0	50
0	Private	HS-grad	Never-married	Other-service	Own-child	White	Female	United-States	26	181896	9	0	0	40
0	Private	Assoc-voc	Divorced	Craft-repair	Unmarried	White	Male	United-States	31	106014	11	0	0	40
0	?	HS-grad	Widowed	?	Unmarried	White	Female	Mexico	45	319993	9	0	0	40
0	Private	HS-grad	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	23	197997	9	0	0	30
0	Local-gov	HS-grad	Divorced	Adm-clerical	Unmarried	White	Female	United-States	36	173542	9	0	0	40
1	Private	Some-college	Married-civ-spouse	Other-service	Wife	White	Female	United-States	34	207564	10	0	0	12
1	Private	HS-grad	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	32	224462	9	0	0	84
1	Private	Bachelors	Married-civ-spouse	Prof-specialty	Husband	Black	Male	United-States	37	123361	13	0	0	50
0	Private	Bachelors	Never-married	Sales	Not-in-family	White	Male	United-States	33	90409	13	0	0	45
1	Self-emp-not-inc	Prof-school	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	50	165001	15	99999	0	80
0	Federal-gov	Assoc-acdm	Never-married	Protective-serv	Not-in-family	Black	Male	United-States	32	149573	12	0	0	40
0	Private	Bachelors	Never-married	Adm-clerical	Own-child	Black	Female	United-States	35	249456	13	0	0	40
0	Private	11th	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	37	149898	7	0	0	40
0	Private	Some-college	Divorced	Craft-repair	Not-in-family	White	Male	United-States	44	292985	10	0	0	60
0	Private	Some-college	Divorced	Handlers-cleaners	Other-relative	White	Male	United-States	57	50223	10	0	0	25
0	Local-gov	Some-college	Married-civ-spouse	Exec-managerial	Own-child	White	Female	United-States	29	400074	10	0	0	40
1	Private	HS-grad	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	55	197399	9	0	0	50
1	Self-emp-inc	Prof-school	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	43	209547	15	0	0	25
0	Private	Some-college	Married-civ-spouse	Sales	Husband	White	Male	United-States	43	52433	10	0	0	70
1	Self-emp-not-inc	Some-college	Married-civ-spouse	Sales	Husband	White	Male	United-States	45	355978	10	0	0	60
0	Self-emp-not-inc	Masters	Married-civ-spouse	Prof-specialty	Wife	White	Female	United-States	33	48214	14	0	0	8
0	Private	10th	Divorced	Other-service	Unmarried	White	Female	Germany	26	190873	6	0	0	40
0	Private	Some-college	Married-civ-spouse	Sales	Husband	White	Male	United-States	23	278390	10	0	0	68
0	Private	7th-8th	Separated	Craft-repair	Not-in-family	White	Male	Mexico	41	203217	4	0	0	40
0	Private	HS-grad	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	24	279175	9	0	0	40
0	Self-emp-not-inc	Bachelors	Married-civ-spouse	Sales	Husband	White	Male	United-States	47	194590	13	0	0	44
0	Self-emp-not-inc	HS-grad	Never-married	Craft-repair	Own-child	White	Male	United-States	34	198813	9	0	0	45
1	Private	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	40	187294	9	0	0	40
0	Private	Bachelors	Married-civ-spouse	Prof-specialty	Wife	Asian-Pac-Islander	Female	United-States	28	302903	13	0	1485	40
0	Private	HS-grad	Never-married	Exec-managerial	Own-child	Asian-Pac-Islander	Female	South	24	154835	9	0	0	40
0	?	Some-college	Married-civ-spouse	?	Husband	White	Male	United-States	73	73402	10	0	0	10
0	Private	HS-grad	Never-married	Craft-repair	Other-relative	White	Male	United-States	23	100345	9	0	0	15
1	Self-emp-not-inc	HS-grad	Married-civ-spouse	Exec-managerial	Husband	Black	Male	United-States	43	126320	9	0	0	40
0	Private	Bachelors	Divorced	Tech-support	Not-in-family	White	Female	United-States	26	142226	13	0	0	40
1	Self-emp-not-inc	Doctorate	Married-AF-spouse	Exec-managerial	Wife	White	Female	United-States	58	112076	16	0	1485	35
0	Private	HS-grad	Widowed	Adm-clerical	Unmarried	Black	Female	United-States	52	225339	9	0	0	35
1	Private	11th	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	29	211208	7	0	0	99
0	Private	11th	Married-civ-spouse	Other-service	Husband	White	Male	Columbia	47	200808	7	0	0	35
0	Private	HS-grad	Divorced	Adm-clerical	Unmarried	Black	Female	United-States	49	220618	9	0	0	37
0	Private	11th	Widowed	Adm-clerical	Unmarried	White	Female	United-States	40	210493	7	0	0	40
0	Self-emp-not-inc	HS-grad	Married-civ-spouse	Adm-clerical	Wife	White	Female	United-States	62	369734	9	0	0	40
1	Private	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	49	27898	9	0	1977	55
1	Private	Bachelors	Divorced	Prof-specialty	Other-relative	White	Female	United-States	50	138193	13	0	0	50
0	Private	HS-grad	Never-married	Transport-moving	Own-child	Black	Male	United-States	31	224234	9	0	0	40
0	Local-gov	Masters	Never-married	Prof-specialty	Not-in-family	White	Female	United-States	48	188741	14	0	0	50
0	Private	HS-grad	Never-married	Craft-repair	Unmarried	White	Female	United-States	24	183772	9	0	0	40
0	?	HS-grad	Never-married	?	Own-child	White	Female	United-States	41	155041	9	3418	0	40
0	Private	HS-grad	Separated	Machine-op-inspct	Own-child	Asian-Pac-Islander	Male	United-States	37	79586	9	0	0	60
1	Private	Bachelors	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	Japan	45	355781	13	0	0	45
0	?	HS-grad	Married-civ-spouse	?	Husband	White	Male	United-States	63	156158	9	0	0	16
0	Private	Masters	Married-civ-spouse	Exec-managerial	Husband	Asian-Pac-Islander	Male	India	36	116358	14	0	0	45
0	Private	Bachelors	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	45	59287	13	0	0	40
0	Private	Bachelors	Never-married	Sales	Not-in-family	White	Female	United-States	41	138868	13	0	0	40
0	Private	Assoc-acdm	Never-married	Tech-support	Other-relative	White	Female	United-States	26	185885	12	0	0	20
0	Private	11th	Never-married	Sales	Own-child	White	Female	United-States	17	40299	7	0	0	25
0	Private	HS-grad	Married-civ-spouse	Other-service	Husband	White	Male	?	27	500068	9	0	0	36
0	Private	HS-grad	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	United-States	43	51494	9	0	0	65
0	Private	HS-grad	Never-married	Transport-moving	Own-child	White	Male	United-States	35	179481	9	0	0	55
0	Private	Bachelors	Divorced	Adm-clerical	Unmarried	White	Female	United-States	38	365907	13	0	0	40
0	Private	HS-grad	Never-married	Machine-op-inspct	Not-in-family	White	Male	United-States	26	284343	9	0	0	40
0	Private	Some-college	Never-married	Exec-managerial	Own-child	White	Female	United-States	28	204862	10	0	0	40
1	Private	Bachelors	Married-civ-spouse	Prof-specialty	Wife	White	Female	United-States	38	272476	13	0	0	24
0	Private	11th	Divorced	Transport-moving	Unmarried	White	Female	United-States	36	175130	7	0	0	40
1	Private	HS-grad	Married-civ-spouse	Adm-clerical	Wife	White	Female	United-States	33	118941	9	0	0	40
0	Private	HS-grad	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	19	164339	9	1055	0	70
0	?	Assoc-acdm	Never-married	?	Own-child	White	Male	United-States	22	213291	12	0	0	25
0	Federal-gov	10th	Married-civ-spouse	Adm-clerical	Husband	White	Male	Mexico	42	55457	6	0	0	40
1	Private	10th	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	50	280292	6	0	0	40
0	Private	HS-grad	Married-civ-spouse	Handlers-cleaners	Husband	White	Male	United-States	30	446894	9	0	0	30
0	State-gov	Some-college	Married-civ-spouse	Prof-specialty	Other-relative	Asian-Pac-Islander	Male	Cambodia	37	67083	10	0	0	40
1	Self-emp-inc	Prof-school	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	54	159219	15	99999	0	40
0	Self-emp-inc	Bachelors	Never-married	Exec-managerial	Not-in-family	White	Male	United-States	52	168539	13	0	0	40
0	Private	1st-4th	Married-civ-spouse	Handlers-cleaners	Husband	Other	Male	?	65	88145	2	0	0	40
0	Private	HS-grad	Divorced	Craft-repair	Not-in-family	White	Female	United-States	33	150309	9	0	0	40
0	Private	Some-college	Never-married	Tech-support	Other-relative	White	Male	United-States	25	122999	10	0	0	40
0	Private	Bachelors	Never-married	Sales	Not-in-family	White	Male	United-States	24	302195	13	0	0	45
0	Private	Assoc-voc	Separated	Adm-clerical	Unmarried	Black	Female	United-States	26	210982	11	114	0	40
1	Private	HS-grad	Separated	Adm-clerical	Not-in-family	White	Male	United-States	39	177140	9	0	0	40
0	Private	HS-grad	Divorced	Other-service	Not-in-family	White	Female	United-States	59	113838	9	0	0	40
0	Private	Some-college	Never-married	Adm-clerical	Unmarried	White	Female	United-States	29	97165	10	0	0	40
0	Private	11th	Never-married	Other-service	Own-child	White	Female	United-States	47	104301	7	0	0	45
0	?	Some-college	Never-married	?	Own-child	White	Female	United-States	23	192028	10	0	0	35
0	Self-emp-inc	HS-grad	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	64	115931	9	0	0	50
0	Private	HS-grad	Never-married	Other-service	Own-child	Other	Male	United-States	21	147280	9	0	0	20
1	Private	Some-college	Married-civ-spouse	Adm-clerical	Wife	Black	Female	United-States	32	185433	10	0	0	40
0	Private	HS-grad	Never-married	Exec-managerial	Not-in-family	Black	Female	United-States	26	599057	9	0	0	37
0	?	Some-college	Never-married	?	Own-child	Black	Female	United-States	19	50626	10	0	0	20
0	Self-emp-not-inc	Masters	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	62	71467	14	0	0	40
1	Private	Bachelors	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	32	183977	13	0	0	55
0	?	10th	Married-spouse-absent	?	Not-in-family	White	Female	United-States	75	26586	6	0	0	5
0	Self-emp-not-inc	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	45	196858	9	0	0	60
1	Private	Bachelors	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	31	160594	13	0	1887	50
0	Private	HS-grad	Married-civ-spouse	Adm-clerical	Husband	White	Male	United-States	32	65278	9	2580	0	40
0	Private	Bachelors	Married-civ-spouse	Sales	Husband	White	Male	United-States	24	102258	13	0	0	40
0	Private	Bachelors	Never-married	Sales	Own-child	White	Female	United-States	25	196947	13	0	0	40
0	Self-emp-not-inc	HS-grad	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	41	233150	9	0	0	60
0	Private	Some-college	Never-married	Sales	Own-child	White	Female	United-States	18	42857	10	0	0	20
1	Private	Doctorate	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	44	118059	16	0	0	55
0	Private	Some-college	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	40	169262	10	3411	0	50
0	Private	Bachelors	Never-married	Prof-specialty	Not-in-family	White	Male	United-States	27	95108	13	0	0	40
0	Private	Bachelors	Never-married	Adm-clerical	Own-child	White	Male	United-States	23	161092	13	0	0	40
0	Private	Some-college	Never-married	Adm-clerical	Not-in-family	Other	Male	United-States	21	345253	10	2174	0	40
0	State-gov	HS-grad	Married-civ-spouse	Transport-moving	Husband	White	Male	United-States	37	111275	9	0	0	40
0	Self-emp-not-inc	HS-grad	Married-civ-spouse	Farming-fishing	Husband	White	Male	United-States	65	178878	9	0	0	48
1	Federal-gov	Masters	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	43	157237	14	0	0	40
0	Private	HS-grad	Never-married	Adm-clerical	Not-in-family	White	Male	United-States	45	155664	9	0	0	44
0	State-gov	Bachelors	Never-married	Exec-managerial	Not-in-family	White	Female	United-States	24	322658	13	0	0	40
0	Private	Some-college	Never-married	Machine-op-inspct	Not-in-family	White	Male	United-States	24	208503	10	0	0	42
0	Local-gov	Some-college	Never-married	Protective-serv	Own-child	White	Male	United-States	19	223326	10	0	1721	35
1	Private	Bachelors	Married-civ-spouse	Prof-specialty	Husband	White	Male	United-States	37	20308	13	0	0	65
0	Private	HS-grad	Never-married	Adm-clerical	Own-child	White	Female	United-States	24	124751	9	0	0	35
0	Private	Some-college	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	Germany	34	113364	10	0	0	40
0	State-gov	HS-grad	Married-civ-spouse	Other-service	Wife	White	Female	United-States	50	196900	9	0	0	39
0	Private	HS-grad	Married-civ-spouse	Craft-repair	Husband	White	Male	Puerto-Rico	36	168170	9	0	0	40
0	Private	Bachelors	Married-civ-spouse	Sales	Husband	White	Male	United-States	39	205338	13	0	0	60
0	Self-emp-not-inc	7th-8th	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	44	98806	4	0	0	38
0	State-gov	HS-grad	Married-civ-spouse	Other-service	Husband	White	Male	United-States	45	226452	9	0	0	40
0	State-gov	11th	Never-married	Protective-serv	Own-child	White	Male	United-States	32	479179	7	0	0	40
1	Federal-gov	Masters	Married-civ-spouse	Exec-managerial	Husband	Black	Male	United-States	47	471990	14	0	0	40
0	Private	HS-grad	Married-civ-spouse	Machine-op-inspct	Husband	White	Male	United-States	50	44728	9	0	0	40
0	Private	Assoc-voc	Married-civ-spouse	Other-service	Husband	White	Male	United-States	32	33117	11	0	0	40
0	Private	HS-grad	Never-married	Handlers-cleaners	Own-child	White	Male	United-States	19	264876	9	0	0	40
0	?	Some-college	Never-married	?	Own-child	White	Female	United-States	19	47235	10	0	0	20
0	State-gov	Masters	Divorced	Prof-specialty	Not-in-family	White	Male	?	28	293628	14	0	0	10
0	Private	HS-grad	Divorced	Sales	Other-relative	White	Male	United-States	28	193122	9	0	0	50
1	Federal-gov	Masters	Never-married	Prof-specialty	Not-in-family	White	Male	Poland	39	149347	14	0	0	40
0	Private	Some-college	Never-married	Other-service	Not-in-family	White	Male	United-States	21	129172	10	2907	0	40
0	Self-emp-not-inc	Some-college	Widowed	Farming-fishing	Not-in-family	White	Female	United-States	73	151255	10	0	0	75
0	Private	7th-8th	Married-civ-spouse	Other-service	Husband	White	Male	Mexico	39	98886	4	4508	0	40
0	Private	Some-college	Never-married	Machine-op-inspct	Not-in-family	White	Male	United-States	25	238673	10	0	0	40
0	Private	Some-college	Married-AF-spouse	Sales	Wife	White	Female	United-States	31	137991	10	0	0	20
0	Private	Some-college	Divorced	Sales	Not-in-family	White	Female	United-States	51	85942	10	0	0	32
0	Private	Bachelors	Married-civ-spouse	Adm-clerical	Wife	White	Female	United-States	39	85783	13	0	0	28
0	Private	Bachelors	Divorced	Handlers-cleaners	Own-child	White	Male	United-States	31	174789	13	0	0	40
0	Private	Some-college	Never-married	Sales	Own-child	Black	Male	United-States	21	457162	10	0	0	17
1	Private	Bachelors	Divorced	Exec-managerial	Not-in-family	White	Male	United-States	46	176026	13	27828	0	50
0	Private	HS-grad	Divorced	Exec-managerial	Not-in-family	White	Female	United-States	73	88594	9	0	0	35
0	Private	HS-grad	Divorced	Craft-repair	Not-in-family	White	Male	United-States	41	311101	9	0	0	40
0	Private	HS-grad	Never-married	Transport-moving	Own-child	White	Male	United-States	20	273989	9	0	0	40
0	Private	Assoc-acdm	Never-married	Other-service	Not-in-family	White	Male	United-States	27	370242	12	0	0	30
0	Private	Bachelors	Never-married	Prof-specialty	Not-in-family	White	Male	United-States	24	194630	13	0	0	35
0	Private	Some-college	Married-civ-spouse	Craft-repair	Husband	White	Male	United-States	20	313817	10	0	0	40
0	Private	Assoc-voc	Never-married	Machine-op-inspct	Own-child	White	Male	United-States	39	195843	11	0	0	40
0	Private	Bachelors	Never-married	Handlers-cleaners	Not-in-family	White	Male	United-States	27	203160	13	0	0	28
0	Private	11th	Married-civ-spouse	Sales	Husband	White	Male	United-States	33	175856	7	0	0	60
0	Private	HS-grad	Married-civ-spouse	Handlers-cleaners	Husband	Amer-Indian-Inuit	Male	United-States	33	75435	9	0	0	40
0	State-gov	9th	Married-civ-spouse	Craft-repair	Husband	Black	Male	United-States	36	291676	5	0	0	40
0	Private	Some-college	Married-civ-spouse	Exec-managerial	Husband	White	Male	United-States	55	192869	10	0	0	36
0	Private	Some-college	Never-married	Machine-op-inspct	Own-child	White	Male	United-States	19	124464	10	0	0	40
0	Private	HS-grad	Never-married	Exec-managerial	Not-in-family	White	Male	United-States	35	98776	9	0	0	60
0	Private	5th-6th	Never-married	Machine-op-inspct	Other-relative	Asian-Pac-Islander	Male	Laos	34	107960	3	0	0	40
0	State-gov	Prof-school	Divorced	Prof-specialty	Not-in-family	White	Female	United-States	62	312286	15	0	0	35
