Transforms.RowSkipFilter	Allows limiting input to a subset of rows by skipping a number of rows.	Microsoft.ML.Runtime.EntryPoints.SelectRows	SkipFilter	Microsoft.ML.Runtime.Data.SkipTakeFilter+SkipArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.RowTakeFilter	Allows limiting input to a subset of rows by taking N first rows.	Microsoft.ML.Runtime.EntryPoints.SelectRows	TakeFilter	Microsoft.ML.Runtime.Data.SkipTakeFilter+TakeArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.ScoreColumnSelector	Selects only the last score columns and the extra columns specified in the arguments.	Microsoft.ML.Runtime.EntryPoints.ScoreModel	SelectColumns	Microsoft.ML.Runtime.EntryPoints.ScoreModel+ScoreColumnSelectorInput	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.Scorer	Turn the predictor model into a transform model	Microsoft.ML.Runtime.EntryPoints.ScoreModel	MakeScoringTransform	Microsoft.ML.Runtime.EntryPoints.ScoreModel+ModelInput	Microsoft.ML.Runtime.EntryPoints.ScoreModel+Output
Transforms.Segregator	Un-groups vector columns into sequences of rows, inverse of Group transform	Microsoft.ML.Runtime.Data.GroupingOperations	Ungroup	Microsoft.ML.Runtime.Data.UngroupTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.SentimentAnalyzer	Uses a pretrained sentiment model to score input strings	Microsoft.ML.Runtime.Transforms.TextAnalytics	AnalyzeSentiment	Microsoft.ML.Runtime.TextAnalytics.SentimentAnalyzingTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.SupervisedBinNormalizer	Similar to BinNormalizer, but calculates bins based on correlation with the label column, not equi-density. The new value is bin_number / number_of_bins.	Microsoft.ML.Runtime.Data.Normalize	SupervisedBin	Microsoft.ML.Runtime.Data.NormalizeTransform+SupervisedBinArguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.TextFeaturizer	A transform that turns a collection of text documents into numerical feature vectors. The feature vectors are normalized counts of (word and/or character) ngrams in a given tokenized text.	Microsoft.ML.Runtime.Transforms.TextAnalytics	TextTransform	Microsoft.ML.Runtime.Data.TextTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.TextToKeyConverter	Converts input values (words, numbers, etc.) to index in a dictionary.	Microsoft.ML.Runtime.Data.Categorical	TextToKey	Microsoft.ML.Runtime.Data.TermTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.TrainTestDatasetSplitter	Split the dataset into train and test sets	Microsoft.ML.Runtime.EntryPoints.TrainTestSplit	Split	Microsoft.ML.Runtime.EntryPoints.TrainTestSplit+Input	Microsoft.ML.Runtime.EntryPoints.TrainTestSplit+Output
Transforms.TreeLeafFeaturizer	Trains a tree ensemble, or loads it from a file, then maps a numeric feature vector to three outputs: 1. A vector containing the individual tree outputs of the tree ensemble. 2. A vector indicating the leaves that the feature vector falls on in the tree ensemble. 3. A vector indicating the paths that the feature vector falls on in the tree ensemble. If a both a model file and a trainer are specified - will use the model file. If neither are specified, will train a default FastTree model. This can handle key labels by training a regression model towards their optionally permuted indices.	Microsoft.ML.Runtime.Data.TreeFeaturize	Featurizer	Microsoft.ML.Runtime.Data.TreeEnsembleFeaturizerTransform+ArgumentsForEntryPoint	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
Transforms.TwoHeterogeneousModelCombiner	Combines a TransformModel and a PredictorModel into a single PredictorModel.	Microsoft.ML.Runtime.EntryPoints.ModelOperations	CombineTwoModels	Microsoft.ML.Runtime.EntryPoints.ModelOperations+SimplePredictorModelInput	Microsoft.ML.Runtime.EntryPoints.ModelOperations+PredictorModelOutput
Transforms.WordTokenizer	The input to this transform is text, and the output is a vector of text containing the words (tokens) in the original text. The separator is space, but can be specified as any other character (or multiple characters) if needed.	Microsoft.ML.Runtime.Transforms.TextAnalytics	DelimitedTokenizeTransform	Microsoft.ML.Runtime.Data.DelimitedTokenizeTransform+Arguments	Microsoft.ML.Runtime.EntryPoints.CommonOutputs+TransformOutput
