ID	Area	Title	Description
29006	area-System.Net	Make HttpWebResponse.LastModified throw when invalid date is provided	Fixes https://github.com/dotnet/corefx/issues/28941    cc: @Clockwork-Muse 
29005	area-System.Net	Unobserved websocket task exceptions when attempting to read/write on non-existent connections	Valid repro: [WebSocketRepro.zip](https://github.com/dotnet/corefx/files/1896745/WebSocketRepro.zip)    Firstly start server with `dotnet run -c Release`, then keep starting client with `dotnet run -c Release` until server app prints the exception we're looking for. Reproducing it might require a few tries, but I've never needed more than 3.    I reproduced it on both latest stable `2.1.103` SDK, as well as `2.1.300-preview1-008174`. This issue seems to be reproducible **only on Windows**, I had no luck running into this issue on linux.    As you can see in the source, we have generic try-catch all across entire flow, which should catch any potential exceptions (and does, we intentionally ignore them since this is working as intended). However, under special circumstances it's possible that we can receive unobserved exception instead, which isn't caught but instead thrown back on `TaskScheduler.UnobservedTaskException`. This doesn't influence the app in any significant way (it doesn't crash or stop working), but if this is expected then it should be observed, similar how it was done in other case I reported: https://github.com/dotnet/corefx/issues/24002 (that has nothing to do with this one).    The exception we're looking for is:    ```  Reproduced! This should not happen: System.AggregateException: A Task's exception(s) were not observed either by Waiting on the Task or accessing its Exception property. As a result, the unobserved exception was rethrown by the finalizer thread. (Próbowano wykonać operację na nieistniejącym połączeniu sieciowym) ---> System.Net.HttpListenerException: Próbowano wykonać operację na nieistniejącym połączeniu sieciowym (translation: an attempt was made to perform an operation on a non-existent network connection)     at System.Net.WebSockets.WebSocketHttpListenerDuplexStream.ReadAsyncFast(HttpListenerAsyncEventArgs eventArgs)     at System.Net.WebSockets.WebSocketHttpListenerDuplexStream.<ReadAsyncCore>d__30.MoveNext()  --- End of stack trace from previous location where exception was thrown ---     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)     at System.Runtime.CompilerServices.ConfiguredTaskAwaitable`1.ConfiguredTaskAwaiter.GetResult()     at System.Net.WebSockets.WebSocketBase.WebSocketOperation.<Process>d__19.MoveNext()  --- End of stack trace from previous location where exception was thrown ---     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)     at System.Runtime.CompilerServices.ConfiguredTaskAwaitable`1.ConfiguredTaskAwaiter.GetResult()     at System.Net.WebSockets.WebSocketBase.<ReceiveAsyncCore>d__44.MoveNext()     --- End of inner exception stack trace ---  ---> (Inner Exception #0) System.Net.HttpListenerException (0x80004005): Próbowano wykonać operację na nieistniejącym połączeniu sieciowym (translation: an attempt was made to perform an operation on a non-existent network connection)     at System.Net.WebSockets.WebSocketHttpListenerDuplexStream.ReadAsyncFast(HttpListenerAsyncEventArgs eventArgs)     at System.Net.WebSockets.WebSocketHttpListenerDuplexStream.<ReadAsyncCore>d__30.MoveNext()  --- End of stack trace from previous location where exception was thrown ---     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)     at System.Runtime.CompilerServices.ConfiguredTaskAwaitable`1.ConfiguredTaskAwaiter.GetResult()     at System.Net.WebSockets.WebSocketBase.WebSocketOperation.<Process>d__19.MoveNext()  --- End of stack trace from previous location where exception was thrown ---     at System.Runtime.ExceptionServices.ExceptionDispatchInfo.Throw()     at System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)     at System.Runtime.CompilerServices.ConfiguredTaskAwaitable`1.ConfiguredTaskAwaiter.GetResult()     at System.Net.WebSockets.WebSocketBase.<ReceiveAsyncCore>d__44.MoveNext()<---  ```    ![image](https://user-images.githubusercontent.com/1069029/38588663-6436c3a8-3d27-11e8-89ab-1aa99775b4d8.png)    ```  Product Information:   Version:            2.1.300-preview1-008174   Commit SHA-1 hash:  b8df89a54f    Runtime Environment:   OS Name:     Windows   OS Version:  10.0.16299   OS Platform: Windows   RID:         win10-x64   Base Path:   C:\Program Files\dotnet\sdk\2.1.300-preview1-008174\    Microsoft .NET Core Shared Framework Host      Version  : 2.1.0-preview1-26216-03    Build    : f2c3216183d20416568a4bbf5bb7d153e826f153  ```    *Initial issue reported in: https://github.com/mono/linker/issues/295*    Thank you in advance.
29004	area-Infrastructure	Making Spanish CI leg as the defaut target CI	Merge After https://github.com/dotnet/corefx/pull/28952 and https://github.com/dotnet/corefx/pull/29009
29003	area-System.Memory	Add GetPinnableReference to ref and add tests	Part of https://github.com/dotnet/corefx/issues/28969    Depends on coreclr: https://github.com/dotnet/coreclr/pull/17504    cc @davidfowl, @GrabYourPitchforks, @stephentoub, @KrzysztofCwalina, @pakrym, @ahsonkhan @jkotas, @VSadov, @benaadams  
29002	area-Infrastructure	[1.1] Add packaging for Fedora28 and Debian9	cc: @weshaggard @janvorli 
29001	area-System.Memory	Remove SequencePosition comparison operators or change their description	We do not guarantee that any comparison of sequence positions would have any meaning but that they contain same values.    https://github.com/aspnet/SignalR/pull/1916/files/1ca2e5f2638f498bb4b57a9d2c69084ecf99bc8f#diff-00c0a7c2117eaeddb8f9964fbdda240aR79    /cc @ahsonkhan  @davidfowl  @KrzysztofCwalina 
29000	area-Infrastructure	StringComparer.InvariantCultureIgnoreCase and StringComparer.CurrentCultureIgnoreCase serialization tests failing on netfx ci 	Related to https://github.com/dotnet/corefx/issues/28816
28999	area-System.Threading	Regenerate System.Threading ref with latest buildtools changes	cc @kouvel, @tarekgh, @weshaggard, @danmosemsft, @ericstj, @joshfree      Most of it is just formatting, sorting order.
28998	area-System.Net	Disable SSL3 test case on RedHat 6	Because of [this issue](https://access.redhat.com/documentation/en-us/red_hat_enterprise_linux/6/html-single/6.9_release_notes/index#known_issues_security), one of our SSL tests consistently fails on RedHat 6.9.    The test tries to detect what version of OpenSsl is loaded in order to decide which test cases are valid. The call we're actually using to do that is `SSLEay`. As documented in the RedHat 6.9 known issues, that value is not reported correctly:  ```  Because certain applications perform incorrect version check of the OpenSSL version, the actual   runtime version of OpenSSL is masked and the build-time version is reported instead. Consequently,  it is impossible to detect the currently running OpenSSL version using the SSLeay() function.  ```    The misreported version causes us to use a test case we would not otherwise, which then fails. This fix disables the test case on RedHat.
28997	area-System.Diagnostics	Modify test to only try open file with vi not nano	"Fixes: #28668    As explained in #28668, the test failure in `System.Diagnostics.Tests.ProcessTests/ProcessStart_OpenFileOnLinux_UsesSpecifiedProgram(programToOpenWith: \""nano\"")` seems due to nano exiting when stdin is not a terminal.    This PR changes this test and test `ProcessStart_OpenFileOnLinux_UsesSpecifiedProgramUsingArgumentList` to only use vi.    cc: @danmosemsft @tmds "
28994	area-System.Net	Handle User-Agent/Server writing similarly to HttpHeaders.GetHeaderString	Fixes https://github.com/dotnet/corefx/issues/28951    (Tests pending)    This changes writing headers similarly to what we do here:  https://github.com/dotnet/corefx/blob/d5351fe933f0f4682ac465b656b2a438b076c24e/src/System.Net.Http/src/System/Net/Http/Headers/HttpHeaders.cs#L309-L329
28993	area-System.IO	Reenable negative compression tests	
28992	area-System.Memory	Add CreateFromPinnedArray to System.Memory ref and add tests	Part of https://github.com/dotnet/corefx/issues/28954    Depends on: https://github.com/dotnet/coreclr/pull/17500    ~**TODO:** Update newly added tests to use MemoryMarshal.CreateFromPinnedArray~    cc @KrzysztofCwalina, @stephentoub, @GrabYourPitchforks, @davidfowl, @pakrym  
28990	area-System.Memory	Removing SequenceMarshal.TryGetMemoryManager for ReadOnlySequence	Fixes https://github.com/dotnet/corefx/issues/28959    cc @pakrym, @KrzysztofCwalina, @davidfowl 
28989	area-System.Xml	Clean dead code System.Private.Xml*	
28988	area-System.Numerics	Reenable ASin test	Fixes https://github.com/dotnet/corefx/issues/15455    Test is passing locally now.
28985	area-Infrastructure	.NET Core 2.0: FileLoadException	@Krakean commented on [Tue Apr 10 2018](https://github.com/dotnet/core/issues/1416)  Hello.  Using Win 10 x64 Fall Creators Update and .NET Core 2.1.104  I'm getting this when trying to run my game launcher:  https://i.imgur.com/WCzLzah.png (previously it was: BadImageException bla bla reference assemblies should not be loaded for execution bla bla; but after I downgraded System.Numerics.Vector to 4.4.0 - error changed to current one)    Can't understand why this happens. I'm referencing only System.Numerics.Vectors 4.4.0: https://i.imgur.com/YrZYU5t.png    Can this be a problem because of this: I'm making game engine, and dlls of my engine - like system, renderer, 3d engine, sound, network and so on - are Net Standard 2.0 (but I complie them using .NET Core 2.0 toolchain) to force me avoid windows-only functions and trying to keep cross-platform, but game launcher executable (that is just instantiate .net core's game dll that initialize engine) is .NET Framework 4.7.1.   Could this be a root of issue? If so, how it can be solved?    
28984	area-System.Net	Allow HTTPListener to grab unprotected ports on Windows	"@doyouevensunbro commented on [Mon Apr 09 2018](https://github.com/dotnet/core/issues/1413)  Currently, to get HTTPListener in .Net Core 2 I have to run the following block of code:    ```C#  if (RuntimeInformation.IsOSPlatform(OSPlatform.Windows))  {      using (Process process = new Process())      {          var command = ""netsh.exe"";          var args = string.Format(""http add urlacl url=\""{0}\"" user=Everyone"", _host);                    process.StartInfo = new ProcessStartInfo(command, args)          {              Verb = ""runas"",              UseShellExecute = true,          };          try          {              process.Start();              process.WaitForExit();          }          catch (Exception e)          {              Log.Error(Tag, ""Couldn't set HTTPListener permissions: "", e);              throw;          }      }  }  ```    I'm assuming that this is for security reasons (I'm more familiar with Linux over Windows, and HTTPListener works without issue on those platforms). So I tried listening to the port using TcpListener and had no issues. I'm a bit confused by this since I can write a HTTP server using a TcpListener, there are libraries out there that do it now.     Any chance we can change .Net Core 2 to do the same, or this is a Windows issue that can't be bypassed?    Thanks!  "
28983	area-System.Net	Ensure ConnectHelper creates a Segment with a min of 2	Fixes https://github.com/dotnet/corefx/issues/28979  cc: @rmkerr 
28982	area-System.Net	fix get for UseDefaultCredentials with SockerHttpHandler	follow-up on #28964
28981	area-System.Memory	Remove MemoryManager.length	Resolves https://github.com/dotnet/corefx/issues/28751    Requires coreclr change https://github.com/dotnet/coreclr/pull/17498    /cc @ahsonkhan @davidfowl @GrabYourPitchforks @KrzysztofCwalina 
28980	area-System.Net	Clear SSL error queue after MultiDestroy and MultiRemoveHandle	Part 3 of separating PR #28862: Clear SSL error queue after MultiDestroy and MultiRemoveHandle (CurlHandler).    These methods wrap calls to SSL_shutdown that can leave unwanted errors on the SSL error queue.     There is no return to indicate if an error happened, so whenever MultiDestroy and MultiRemoveHandle are called a corresponding call to ErrClearError was added.
28979	area-System.Net	SocketsHttpHandler does not work on single core machines	While trying to repro an issue on Win7 I have been running into consistent failures in all tests using Http. I think that it is a result of the changes introduced in PR #28638.     The assertion being hit is on line 48 of ConcurrentQueue_Segment.cs. `boundedLength` has a value of 1.  https://github.com/dotnet/corefx/blob/943e316297df4b0767e46dbb87f97ea861c6817e/src/Common/src/System/Collections/Concurrent/ConcurrentQueue_Segment.cs#L47-L49    The assertion is failing because of the following lines in SocketsHttpHandler ConnectHelper:  https://github.com/dotnet/corefx/blob/943e316297df4b0767e46dbb87f97ea861c6817e/src/System.Net.Http/src/System/Net/Http/SocketsHttpHandler/ConnectHelper.cs#L19-L22    When the processor count is 1, RoundUpToPowerOf2 returns 1 (2<sup>0</sup>...), which is below the lower bound enforced by ConcurrentQueue. The failures don't repro in CI because all of the test machines have more than one core.    cc: @stephentoub @davidsh 
28978	area-Serialization	Enable DCS_TypeWithPrimitiveKnownTypes	Need enable [DCS_TypeWithPrimitiveKnownTypes](https://github.com/dotnet/corefx/blob/master/src/System.Runtime.Serialization.Xml/tests/DataContractSerializer.cs#L4019) test on UWP since #24265 has been closed.
28974	area-System.Security	Impersonation	"I need to do a impersonation in one of my services, but this service will run on a linux container.    In windows i use like that  [DllImport(""advapi32.dll"", SetLastError = true, CharSet = CharSet.Unicode)]    I could not find any reference do this situation, could you have example of that?"
28972	area-System.Data	Fix ConnectionTimeoutTestWithThread test	Port the change #28618 into 2.0    Fixes #26382  SqlConnectionTimeout test failing breaking CI
28971	area-System.Net	SocketsHttpHandler: Add workaround for ipv6 LLA address	Uri.Host LLA (Link-local address) IPv6 address doesn't contain %number (scope) part, and scope is mandatory for LLA. We will use uri.IdnHost for IPv6 LLA address on SocketsHttpHandler.    This PR is a workaround for #28863, and should be reverted when #28863 is fixed.    Close #28749
28969	area-System.Memory	Add GetPinnableReference back to Span and ReadOnlySpan	### Proposed Api    ```csharp  public readonly ref partial struct ReadOnlySpan<T>  {      [EditorBrowsable(EditorBrowsableState.Never)]      public readonly ref T GetPinnableReference();  }    public readonly ref partial struct Span<T>  {      [EditorBrowsable(EditorBrowsableState.Never)]      public ref T GetPinnableReference();  }  ```    **Question** Unlike `MemoryMarshal` it should return null pointer should it return null pointer for zero length Span? (see further down https://github.com/dotnet/corefx/issues/28969#issuecomment-379979579) - though `null` `ref`s are odd?    ### Rational    So C#7.3 is outish now https://docs.microsoft.com/en-us/visualstudio/releasenotes/vs2017-preview-relnotes#csharp and it supports:  ```  Custom `fixed` statement:   Types that implement a suitable `GetPinnableReference` can be used in a `fixed` statement.  ```  However, this method on span has been moved to `MemoryMarshal.GetReference` so span cannot participate directly in a `fixed` statement.    To allow direct using a fixed statement the methods should be returned; **with the caveat** of adding the attribute `[EditorBrowsable(EditorBrowsableState.Never)]` so the route for a user getting a reference remaining via `MemoryMarshal`    cc @davidfowl, @GrabYourPitchforks, @stephentoub, @KrzysztofCwalina, @pakrym, @ahsonkhan @jkotas 
28968	area-System.Net	[Windows] Test hang: System.Net.Http.Functional.Tests	"From https://github.com/dotnet/corefx/pull/28962    https://mc.dot.net/#/user/ahsonkhan/pr~2Fjenkins~2Fdotnet~2Fcorefx~2Fmaster~2F/test~2Ffunctional~2Fcli~2F/a206cf92c713b91e74bf786ef3f980ce29c2b4bb/workItem/System.Net.Http.Functional.Tests/wilogs  Windows.7.Amd64.Open-x64:Debug    ```text  2018-04-10 03:37:43,569: INFO: proc(54): run_and_log_output: Output:   2018-04-10 03:37:43,631: INFO: proc(54): run_and_log_output: Output: Discovering: System.Net.Http.Functional.Tests  2018-04-10 03:37:43,960: INFO: proc(54): run_and_log_output: Output: Discovered:  System.Net.Http.Functional.Tests  2018-04-10 03:37:44,210: INFO: proc(54): run_and_log_output: Output: Starting:    System.Net.Http.Functional.Tests  2018-04-10 03:37:44,740: INFO: proc(54): run_and_log_output: Output:    System.Net.Http.Functional.Tests.PlatformHandler_HttpClientMiniStress.ManyClients_ManyPosts_Async [SKIP]  2018-04-10 03:37:44,740: INFO: proc(54): run_and_log_output: Output:       Condition(s) not met: \""IsStressModeEnabled\""    ```  ...  ```text  2018-04-10 03:57:16,631: INFO: servicebusrepository(84): renew_workitem_lock: Entering renew_workitem_lock for https://nethelix.servicebus.windows.net/windows.7.amd64.open/messages/42002763/01e87693-ce18-4c7c-9e80-042ff46d0dd7  2018-04-10 03:57:16,740: INFO: saferequests(90): request_with_retry: Response complete with status code '200'  2018-04-10 03:57:16,740: INFO: servicebusrepository(97): renew_workitem_lock: renew_workitem_lock Status Code: 200  2018-04-10 03:57:43,053: ERROR: job(44): kill: Job running for too long. Killing...  2018-04-10 03:57:43,053: ERROR: executor(399): _execute_command: Executor timed out after 1200 seconds and was killed.  2018-04-10 03:57:43,053: INFO: event(43): send: Sending event type WorkItemTimeout  2018-04-10 03:57:43,898: INFO: saferequests(90): request_with_retry: Response complete with status code '201'  2018-04-10 03:57:43,898: INFO: executor(418): _execute_command: Finished _execute_command, exit code: -3  ```    cc @davidsh, @wfurt, @caesar1995, @rmkerr, @karelz"
28966	area-System.Security	Make X509_store_add_crl throw on unexpected errors	Fixes #3063 and part 2 of #25676: clear error queue on X509_store_add_crl failures (X509StoreAddCrl).
28965	area-System.Net	Fix perf hit from WinHttpGetProxyForUrl	"Per offline discussion, here is the summary of optimization approach:    1. We don't want to modify existing WinHttpHandler code. Only improve the perf hit from SocketsHttpHandler side.  2. Introduce `WinHttpDetectAutoProxyConfigUrl`. When ""Automatic detect settings"" is checked, we will call into this function to see if we can auto detect config file.  3. If we are not able to auto detect config file and ""Use automatic configuration script"" is turned off, we can safely skip calling into WinHttpGetProxyForUrl.  4. Add timer optimization for calling `WinHttpDetectAutoProxyConfigUrl`. We don't call it per request, instead call it every 2 minutes, cache/update the info, to improve performance.    Replace: #28859  Fix: #28543"
28964	area-System.Net	propagate default credentials so we can pick up default kerberos ticket	"fixes #28963     This duplicates code from Windows counter part.   This makes SocketsHttpHandler behave like curl.    Note there is no unit test yet. Kerberos setup will need some more work.   This was tested manually:    > ~/latest/dotnet run http://toweinfu-iis/test/auth/negotiate/Showidentity.ashx  > result1=StatusCode: 200, ReasonPhrase: 'OK', Version: 1.1, Content: System.Net.Http.HttpConnection+HttpConnectionResponseContent, Headers:  > {  >   Cache-Control: private  >   Server: Microsoft-IIS/10.0  >   X-AspNet-Version: 4.0.30319  >   Persistent-Auth: true  >   X-Powered-By: ASP.NET  >   WWW-Authenticate: Negotiate oRQwEqADCgEAoQsGCSqGSIb3EgECAg==  >   Date: Tue, 10 Apr 2018 03:58:37 GMT  >   Content-Type: application/json; charset=utf-8  >   Content-Length: 60  > }  > result1 lenght = System.Threading.Tasks.Task  > {  >   ""Authenticated"": ""True"",  >   ""User"": ""pri\testuser""  > }      "
28963	area-System.Net	SocketsHttpHandler: unable to use pre-authenticated kerberos ticket for auth on Unix	This is fllow-up on #27876    I have setup where Linux machine joined domain (using MIT krb5)    > clruser@CLRPERFTST003:$ kinit  > Password for clradmin@COREFX.NET:  > clruser@CLRPERFTST003:$ klist  > Ticket cache: FILE:/tmp/krb5cc_1000  > Default principal: clradmin@COREFX.NET  >   > Valid starting Expires Service principal  > 2018-03-08 14:16:54 2018-03-09 00:16:54 krbtgt/COREFX.NET@COREFX.NET  > renew until 2018-03-09 14:16:48  > 2018-03-08 14:37:52 2018-03-09 00:16:54 HTTP/clrperftst003.corefx.net@COREFX.NET  > renew until 2018-03-09 14:16:48  >     Unlike curl handler, SocketsHttpHandler is not able to use it for authentication.   Explicit authentication works when specified in user@FQDN and DNS is configured properly.   (not that for Kerberos time and name services are essential)     
28962	area-System.Memory	Fix TODO to cleanup Tests by removing AsReadOnySpan/Memory and update callsites	cc @AtsushiKan, @KrzysztofCwalina     Fixes leftover work from https://github.com/dotnet/corefx/issues/26894
28961	area-System.Net	SocketsHttpHandler: NTLM auth does not work by default on Unix	HttpClient with credentials explicitly set. SocketHttpHandler throws on NTLM authentication requested by server:    ```  System.ComponentModel.Win32Exception (0x80090020): GSSAPI operation failed with error - An invalid status code was supplied (Unknown error).    at System.Net.Security.NegotiateStreamPal.AcquireCredentialsHandle(String package, Boolean isServer, NetworkCredential credential) in /home/build/github/corefx/src/Common/src/System/Net/Security/NegotiateStreamPal.Unix.cs:line 316    at System.Net.NTAuthentication.Initialize(Boolean isServer, String package, NetworkCredential credential, String spn, ContextFlagsPal requestedContextFlags, ChannelBinding channelBinding) in /home/build/github/corefx/src/Common/src/System/Net/NTAuthentication.Common.cs:line 128    at System.Net.NTAuthentication..ctor(Boolean isServer, String package, NetworkCredential credential, String spn, ContextFlagsPal requestedContextFlags, ChannelBinding channelBinding) in /home/build/github/corefx/src/Common/src/System/Net/NTAuthentication.Common.cs:line 98    at System.Net.Http.AuthenticationHelper.SendWithNtAuthAsync(HttpRequestMessage request, Uri authUri, ICredentials credentials, Boolean isProxyAuth, HttpConnection connection, CancellationToken cancellationToken) in /home/build/github/corefx/src/System.Net.Http/src/System/Net/Http/SocketsHttpHandler/AuthenticationHelper.NtAuth.cs:line 61    at System.Net.Http.HttpConnectionPool.SendWithRetryAsync(HttpRequestMessage request, Boolean doRequestAuth, CancellationToken cancellationToken) in /home/build/github/corefx/src/System.Net.Http/src/System/Net/Http/SocketsHttpHandler/HttpConnectionPool.cs:line 283    at System.Net.Http.AuthenticationHelper.SendWithAuthAsync(HttpRequestMessage request, Uri authUri, ICredentials credentials, Boolean preAuthenticate, Boolean isProxyAuth, Boolean doRequestAuth, HttpConnectionPool pool, CancellationToken cancellationToken) in /home/build/github/corefx/src/System.Net.Http/src/System/Net/Http/SocketsHttpHandler/AuthenticationHelper.cs:line 204    at System.Net.Http.HttpClient.FinishSendAsyncBuffered(Task`1 sendTask, HttpRequestMessage request, CancellationTokenSource cts, Boolean disposeCts) in /home/build/github/corefx/src/Sys  ```    **Workarounds:**  1. Install package called `gss-ntlmssp` (plugin into MIT Kerberos GSSAPI layer)  2. Install Heimdal (alternative Kerberos implementation with NTLM support): https://www.h5l.org/manual/heimdal-1-5-branch/ntlm/    One of the options installed is sufficient to make SocketHttpHandler work for NTLM without any additional changes to CoreFX or the app.    **Details:**  .NET Core 2.0 / 2.1 with libcurl works fine. This is because curl has it's own implementation but SocketHttpHandler depends on authentication code shared with NegotiateStream class.    The shared authentication depends on GSSAPI and that is typically provided by MIT kerberos. (this is also true for 2.1.300 preview docker images)  It does not have ability to do NTLM.     This is follow up on #27876 and #27872. This may be also related to  https://github.com/dotnet/wcf/issues/943 
28960	area-System.Xml	DataSet ReadXmlSchema Error when uri filename contain special character	When running .net core on mac was unable to pass string with special character to ReadXmlSchema, specifically a '#'. The error return path not found stopping the given path before the special character. Workaround using %23 works, but using '#' on windows system works fine. Attempted to use %23 on windows system and was unable to resolve path. Appears to be error coming from XmlTextReaderImpl or XmlResolver. Using uri and tostring method returns correct path, '#' is converted to %23.
28959	area-System.Memory	Remove SequenceMarshal.TryGetMemoryManager for ReadOnlySequence	This API was added as part of https://github.com/dotnet/corefx/issues/27097 when we had a ReadOnlySequence ctor that takes a MemoryManager. Based on the `Memory<T>` [usage guidelines](https://gist.github.com/GrabYourPitchforks/4c3e1935fd4d9fa2831dbfcab35dffc6), ReadOnlySequence is a consumer of Memory and not an owner. Therefore, we removed that ctor, when we split OwnedMemory into MemoryManager and IMemoryOwner, here (https://github.com/dotnet/corefx/pull/28640).    There is no longer a need to have an API that requires a MemoryManager from a ReadOnlySequence. **There are no calls to this method in corefx/ASP.NET and it is no longer relevant.**    We already have a method on MemoryMarshal to get MemoryManager from a ReadOnlyMemory, which should be sufficient for any meaningful scenarios.  ```C#  public static bool TryGetMemoryManager<T, TManager>(ReadOnlyMemory<T> memory, out TManager manager) where TManager : MemoryManager<T> { throw null; }  ```    ```diff  namespace System.Runtime.InteropServices  {      public static partial class SequenceMarshal      {  -        public static bool TryGetMemoryManager<T>(ReadOnlySequence<T> sequence, out MemoryManager<T> manager, out int start, out int length) { throw null; }      }  }  ```    cc @davidfowl, @pakrym, @GrabYourPitchforks, @KrzysztofCwalina, @terrajobst, @benaadams      
28956	area-Infrastructure	[1.1] Use Portable Linux for new distros and unknown distro	cc: @janvorli 
28954	area-System.Memory	Make CreateFromPinnedArray visible and move it to MemoryMarshal	Marking the method has `EditorBrowsableState.Never` hurts usability for users (like ASP.NET) who want to [use the API](https://github.com/aspnet/Common/blob/7fd3a209704efe9eb4303fce99062ac2f71d5c6c/shared/Microsoft.Extensions.Buffers.Sources/MemoryPoolBlock.Release.cs#L28).    Since the developer needs to be careful with the use of this API (it can be considered unsafe, for instance, if someone calls it on an array that isn't already pre-pinned), we should consider moving it to MemoryMarshal instead, but not hide it.    ```diff  namespace System  {      public readonly partial struct Memory<T>      {  -        [EditorBrowsable(EditorBrowsableState.Never)]  -        public static Memory<T> CreateFromPinnedArray(T[] array, int start, int length) { throw null; }      }  }    namespace System.Runtime.InteropServices  {      public static partial class MemoryMarshal      {  +        public static Memory<T> CreateFromPinnedArray(T[] array, int start, int length) { throw null; }      }  }  ```    cc @davidfowl, @GrabYourPitchforks, @stephentoub, @KrzysztofCwalina, @pakrym, @benaadams  
28953	area-System.Diagnostics	StartInfo_TextFile_ShellExecute  test failing for spanish windows (Non English CI)	```  Could not start C:\\Users\\runner\\AppData\\Local\\Temp\\ProcessStartInfoTests_q0umvtb5.dh2\\StartInfo_TextFile_ShellExecute_994_2372eb4f.txt UseShellExecute=True  Association details for '.txt'  ------------------------------  Open command: C:\\Windows\\system32\\NOTEPAD.EXE %1  ProgID: txtfile    Expected: True  Actual:   False  ```
