Instance	Label	Score	Probability	Log-loss	Assigned
511	0	-3.696096	0.0242191125	0.035370869193417386	0
512	0	-3.91596651	0.01953218	0.028457813688805029	0
513	0	-4.545923	0.0104989745	0.015226892391752322	0
514	1	6.72525358	0.998801231	0.0017304949759675734	1
515	1	5.583572	0.996255	0.0054130633203211811	1
516	0	-5.581254	0.00375369424	0.0054256255173670727	0
517	0	-5.36138344	0.004672473	0.0067567510712633252	0
518	0	-4.33227968	0.0129672065	0.018830076893172117	0
519	1	3.74201155	0.9768426	0.033802003666280812	1
520	0	-5.512519	0.004019705	0.0058108955157539621	0
521	0	-4.28932858	0.0135285975	0.019650866674281287	0
522	1	3.21995687	0.9615784	0.056523562701919251	1
523	1	4.793514	0.991784751	0.011901050647807646	1
524	0	-4.51155567	0.0108620832	0.015756402974357524	0
525	0	-4.56203175	0.01033294	0.014984834224983021	0
526	0	-4.323696	0.0130775282	0.018991337425302936	0
527	0	-3.88395548	0.0201547332	0.029374152252344635	0
528	0	-2.87933779	0.053184472	0.078844728116024498	0
529	0	-4.138193	0.0157011878	0.022831741239946548	0
530	1	4.22957563	0.985650361	0.020852124255291291	1
531	0	-3.69070315	0.0243468862	0.035559795418515297	0
532	0	-5.14151335	0.005814822	0.0084135000328251115	0
533	0	-4.51155567	0.0108620832	0.015756402974357524	0
534	0	-4.919286	0.00725137955	0.010499643937654568	0
535	0	-4.478247	0.0112258457	0.016287061899599234	0
536	0	-3.47622561	0.0299963076	0.043937855788646223	0
537	0	-3.24647379	0.0374538042	0.055072312735252281	0
538	0	-4.10382557	0.0162412636	0.023623552162962799	0
539	0	-3.28836584	0.0359724723	0.052853751816224488	0
540	0	-3.34157	0.0341723077	0.050162265699381037	0
541	0	-4.73142624	0.008736885	0.01266004645418743	0
542	0	-3.54922485	0.02794362	0.040888101913894533	0
543	0	-4.10382557	0.0162412636	0.023623552162962799	0
544	0	-4.290387	0.0135144768	0.019630215556990096	0
545	0	-3.696096	0.0242191125	0.035370869193417386	0
546	1	7.88035345	0.999622047	0.00054537406395003575	1
547	0	-5.173524	0.00563266547	0.0081491909862593977	0
548	0	-4.765794	0.008444213	0.01223415156160864	0
549	1	3.7661252	0.9773819	0.03300572918984989	1
550	0	-4.51155567	0.0108620832	0.015756402974357524	0
551	0	-5.107146	0.00601691334	0.0087067913827365544	0
552	0	-3.31515932	0.03505478	0.051481052880532681	0
553	0	-1.82372332	0.1389877	0.21589425604803344	0
554	0	-4.73142624	0.008736885	0.01266004645418743	0
555	0	-2.07837582	0.111216411	0.17009591663808774	0
556	0	-3.147946	0.0411722921	0.06065649472787138	0
557	0	-3.57717657	0.02719431	0.039776427639483594	0
558	0	-4.919286	0.00725137955	0.010499643937654568	0
559	0	-3.696096	0.0242191125	0.035370869193417386	0
560	0	-3.47622561	0.0299963076	0.043937855788646223	0
561	0	-3.47622561	0.0299963076	0.043937855788646223	0
562	0	-5.107146	0.00601691334	0.0087067913827365544	0
563	0	-4.51155567	0.0108620832	0.015756402974357524	0
564	0	-3.70981741	0.0238969475	0.034894625912887001	0
565	1	7.616491	0.999507964	0.00071003308680625738	1
566	0	-4.06193352	0.0169243366	0.024625635514360065	0
567	0	-3.39477444	0.0324591771	0.047605561499719118	0
568	1	2.87335253	0.946513355	0.079305233188188745	1
569	1	6.78852224	0.998874664	0.0016244304104314643	1
570	1	5.26517057	0.9948581	0.0074373512095219632	1
571	1	7.19513464	0.999250352	0.0010819184794421913	1
572	0	-4.51155567	0.0108620832	0.015756402974357524	0
573	0	-5.327016	0.00483505568	0.0069924288920724343	0
574	1	4.0942626	0.9836052	0.023848724055780535	1
575	0	-3.24647379	0.0374538042	0.055072312735252281	0
576	0	-3.696096	0.0242191125	0.035370869193417386	0
577	0	-5.327016	0.00483505568	0.0069924288920724343	0
578	0	-5.327016	0.00483505568	0.0069924288920724343	0
579	0	-5.107146	0.00601691334	0.0087067913827365544	0
580	0	-3.466344	0.0302851629	0.04436753677909834	0
581	1	5.408609	0.9955421	0.0064457551557044182	1
582	1	5.66474867	0.996546	0.0049917370925026622	1
583	0	-4.73142624	0.008736885	0.01266004645418743	0
584	0	-3.034624	0.0458859578	0.067766377591903557	0
585	0	-5.54688644	0.00388443237	0.005614963867042919	0
586	1	9.424162	0.999919236	0.00011652295146983004	1
587	0	-3.52195787	0.028693879	0.042002041659590345	0
588	1	3.46810484	0.9697665	0.044290680876676813	1
589	0	-3.91596651	0.01953218	0.028457813688805029	0
590	1	1.66005278	0.840245068	0.25111792541372635	1
591	1	3.26919127	0.9633566	0.053858142950923754	1
592	1	3.74097013	0.976819038	0.033836775883934675	1
593	0	-3.68621469	0.0244537331	0.035717798249187409	0
594	1	3.02613783	0.9537411	0.068330445557401601	1
595	0	-3.696096	0.0242191125	0.035370869193417386	0
596	0	-3.874074	0.0203508064	0.029662873497674963	0
597	0	-3.01672173	0.0466761328	0.06896167908652405	0
598	0	-4.51155567	0.0108620832	0.015756402974357524	0
599	0	-3.07770729	0.0440362319	0.064972155157845879	0
600	0	-4.51155567	0.0108620832	0.015756402974357524	0
601	0	-5.36138344	0.004672473	0.0067567510712633252	0
602	0	-4.10382557	0.0162412636	0.023623552162962799	0
603	1	2.14374113	0.8950825	0.15990747508551542	1
604	1	2.78135443	0.941659868	0.086722049596089382	1
605	1	6.54996634	0.9985719	0.0020618247821374454	1
606	0	-4.15430164	0.0154541694	0.022469729701037357	0
607	0	-5.54688644	0.00388443237	0.005614963867042919	0
608	1	6.771198	0.998855	0.0016528397973215217	1
609	0	-3.91596651	0.01953218	0.028457813688805029	0
610	1	5.28331041	0.994950056	0.007303986979652617	1
611	1	4.01996565	0.982363045	0.025671804829685035	1
612	1	10.1633835	0.999961436	5.5637460368232437E-05	1
613	0	-4.552544	0.0104304142	0.01512693484445474	0
614	0	-4.95365334	0.00700811762	0.010146170993954725	0
615	0	-3.64432216	0.0254732724	0.037226341208279841	0
616	0	-4.51155567	0.0108620832	0.015756402974357524	0
617	0				
618	0	-4.10382557	0.0162412636	0.023623552162962799	0
619	0	-3.696096	0.0242191125	0.035370869193417386	0
620	0	-4.51155567	0.0108620832	0.015756402974357524	0
621	0	-0.8549557	0.298394322	0.51126767233423909	0
622	0	-2.31209421	0.09012626	0.13626173520536608	0
623	0	-5.54688644	0.00388443237	0.005614963867042919	0
624	0	-3.56106853	0.0276237056	0.040413372560708462	0
625	0	-3.17397833	0.0401567928	0.059129337741748528	0
626	1	2.89228582	0.947463751	0.07785734683832557	1
627	0	-3.7210536	0.0236362517	0.034509365009413671	0
628	0	-5.13915634	0.00582846347	0.0084332958699167727	0
629	0	-4.323696	0.0130775282	0.018991337425302936	0
630	0	-2.86536169	0.05389266	0.079924223349652462	0
631	0	-3.696096	0.0242191125	0.035370869193417386	0
632	0	-5.54688644	0.00388443237	0.005614963867042919	0
633	1	2.863769	0.9460261	0.080048128248115427	1
634	0	-4.73142624	0.008736885	0.01266004645418743	0
635	0	-4.042171	0.0172563	0.025112886099239114	0
636	1	6.219483	0.9980137	0.0028685107610920127	1
637	0	-2.53788424	0.07324466	0.10973957365564754	0
638	0	-4.323696	0.0130775282	0.018991337425302936	0
639	0	-3.57717657	0.02719431	0.039776427639483594	0
640	0	-3.98490644	0.0182547513	0.026579384170989939	0
641	0	-4.51155567	0.0108620832	0.015756402974357524	0
642	0	-4.51155567	0.0108620832	0.015756402974357524	0
643	0	-5.54688644	0.00388443237	0.005614963867042919	0
644	0	-5.13915634	0.00582846347	0.0084332958699167727	0
645	0	-4.51155567	0.0108620832	0.015756402974357524	0
646	0	-5.133764	0.005859794	0.0084787621145538308	0
647	0	-5.2080965	0.005442299	0.0078730208563775848	0
648	1	6.24145651	0.998056769	0.0028062166386924139	1
649	0	-4.51155567	0.0108620832	0.015756402974357524	0
650	0	-3.464087	0.03035152	0.044466262509791271	0
651	0	-4.80485535	0.008123356	0.011767385602416103	0
652	0	-3.52195787	0.028693879	0.042002041659590345	0
653	0	-4.10382557	0.0162412636	0.023623552162962799	0
654	0	-4.29168558	0.0134971775	0.019604916230060426	0
655	0	-4.51155567	0.0108620832	0.015756402974357524	0
656	0	-3.696096	0.0242191125	0.035370869193417386	0
657	0	-0.930209637	0.282882184	0.47971793426100529	0
658	1	5.690453	0.9966333	0.0048653287013867104	1
659	0	-5.54688644	0.00388443237	0.005614963867042919	0
660	0	-5.327016	0.00483505568	0.0069924288920724343	0
661	0	-3.88395548	0.0201547332	0.029374152252344635	0
662	0	-4.867512	0.007633756	0.011055432933157718	0
663	0	-4.867512	0.007633756	0.011055432933157718	0
664	0	-4.172766	0.0151757235	0.022061769299068019	0
665	0	-5.54688644	0.00388443237	0.005614963867042919	0
666	0	-3.25131273	0.0372797437	0.054811448927547177	0
667	0	-4.29168558	0.0134971775	0.019604916230060426	0
668	1	1.06172228	0.7430195	0.42852797992294189	1
669	1	5.395574	0.9954839	0.0065301473491096822	1
670	1	3.90960455	0.9803456	0.028637654512903715	1
671	0	-3.93891978	0.0190974213	0.027818236966889603	0
672	0	-4.69941568	0.009018519	0.013069997580773615	0
673	0	-3.28510571	0.0360857025	0.053023214031400916	0
674	0	-5.327016	0.00483505568	0.0069924288920724343	0
675	0	-3.634441	0.0257197227	0.037591233815746888	0
676	0	-5.09726429	0.006076301	0.008792990860403067	0
677	0	-3.91596651	0.01953218	0.028457813688805029	0
678	0	-5.54688644	0.00388443237	0.005614963867042919	0
679	0	-5.13915634	0.00582846347	0.0084332958699167727	0
680	1	10.6980667	0.9999774	3.2591080458755327E-05	1
681	1	6.50060129	0.9984997	0.002166112977923379	1
682	0	-3.30208731	0.03549965	0.052146334557913607	0
683	0	-5.54688644	0.00388443237	0.005614963867042919	0
684	0	-5.54688644	0.00388443237	0.005614963867042919	0
685	0	-5.54688644	0.00388443237	0.005614963867042919	0
686	0	-5.54688644	0.00388443237	0.005614963867042919	0
687	0	-4.16327953	0.01531816	0.022270443335792051	0
688	0	-4.323696	0.0130775282	0.018991337425302936	0
689	0	-4.9719367	0.006882024	0.0099629840988017613	0
690	0	-5.2080965	0.005442299	0.0078730208563775848	0
691	1	3.14858	0.9588527	0.060618878463704597	1
692	0	-4.73142624	0.008736885	0.01266004645418743	0
693	0	-4.42942047	0.0117809512	0.01709722956474144	0
694	0	-4.342533	0.0128366258	0.01863922637205543	0
695	0	-5.13915634	0.00582846347	0.0084332958699167727	0
696	1	4.21028852	0.985375	0.02125524431312269	1
697	1	2.56431341	0.928529263	0.10698071756454053	1
698	1	3.233827	0.9620876	0.055759877198461635	1
